"cid","branch_amount_1","branch_amount_2","branch_amount_3","branch_amount_4","promo","days_clients","branches","promos_sent","promos_buys","prod_unit","flagret","buy_frecuency","state","county","mid","date_birth"
55612786295,0,0,531.94,0,1,80,1,0,0,27.85,0,20,"MD",206,638102,06/19/72
55612786521,0,0,1210.72,0,17,636,1,8,2,18.64,0,79.5,"CA",941,274402,08/17/58
55612803170,0,237.86,664.1,0,18,694,2,8,5,19.96,0,86.75,"IL",604,432503,11/23/33
55612819605,0,3070.38,232.85,0,20,678,2,9,6,17.47,1,42.37,"FL",333,176802,11/24/70
55612822542,0,0,116.74,129.97,18,423,2,5,2,21.79,0,141,"MA",10,1791802,09/15/40
55612825815,0,48.99,873.17,0,18,664,3,7,5,16.88,1,66.4,"PA",164,1303301,02/04/69
55612834570,0,0,383.49,0,14,339,2,4,0,12.98,1,42.37,"FL",336,1643401,09/23/59
55612837887,0,0,111.97,0,1,79,1,0,0,38.28,0,79,"NY",104,2007102,12/06/77
55612843264,0,333.65,645.25,185.93,31,678,8,10,7,12.64,1,26.07,"NH",32,994202,11/21/82
55612846054,0,0,147.98,0,17,149,1,8,2,26.99,0,74.5,"NE",680,233001,09/08/51
55612847891,0,145,59,29.99,13,555,3,7,0,40.01,0,185,"IN",472,1880202,10/17/70
55612853920,0,0,124,0,15,515,1,10,0,37.61,0,515,"FL",331,437203,04/03/45
55612854763,0,0,202.99,0,0,50,1,0,0,59.42,0,50,"NY",134,1663902,12/20/45
55612861105,0,0,168.96,0,19,676,1,8,0,39.37,0,338,"WY",827,934003,11/12/38
55612872370,0,0,205,0,7,208,1,2,0,39.37,0,208,"FL",334,278901,05/10/68
55612873991,0,0,259.75,0,7,269,1,2,0,41.14,0,269,"FL",334,643803,09/07/38
55612903485,0,0,68,0,0,467,1,0,0,100,0,467,"NE",689,1312303,11/03/78
55612906422,0,0,94.97,0,0,146,1,0,0,23.2,1,73,"WV",268,304702,08/02/71
55612909245,0,910.7,74,4099.92,29,579,6,8,6,15.2,0,18.09,"NY",136,2104501,06/19/66
55612911923,0,34,455,0,8,244,2,2,0,17.42,1,61,"SC",296,1900802,11/08/51
55612916920,0,0,144.96,0,1,89,1,0,0,27.85,0,44.5,"NJ",73,187403,11/23/58
55612922925,0,421.4,247.98,0,17,676,2,10,3,16.7,0,96.57,"MN",550,738801,02/10/74
55612923140,0,10,132.75,0,3,277,3,0,0,24.2,0,138.5,"NH",30,1135802,04/04/65
55612927706,0,0,88.99,0,1,242,1,1,0,158.87,0,242,"OH",432,1573803,10/23/80
55612928112,0,0,83.97,0,3,292,1,2,0,55.54,0,292,"OH",444,1480602,02/22/59
55612930070,0,39,123.33,0,22,581,2,10,1,33.56,1,145.25,"TX",780,2114101,"NA"
55612933242,0,0,669.99,0,16,561,1,9,3,31.02,0,187,"KS",671,17803,09/12/57
55612934186,0,12,148.93,0,5,463,2,0,0,24.32,0,92.6,"MI",488,912302,11/22/71
55612940936,41.99,149.22,1420.63,131.43,19,442,7,8,3,15.85,1,31.57,"MA",17,1238601,"NA"
55612946811,0,59.24,354,0,14,665,3,4,2,14.87,1,133,"NY",110,924503,12/02/60
55612948071,0,0,119.94,239.94,5,632,2,1,0,15.03,1,210.66,"MD",209,1665701,"NA"
55612948712,0,0,448.43,37.07,23,528,2,10,1,25.03,1,105.6,"NC",284,1296003,02/11/66
55612951693,0,0,68,0,1,636,1,0,0,51.08,0,636,"TX",797,1262003,09/11/58
55612957363,0,81,467.99,0,19,553,2,10,1,19.79,0,276.5,"IL",616,609902,07/23/67
55612959646,0,87,24,0,1,116,2,0,0,54.41,0,116,"GA",301,1601602,02/24/59
55612961027,0,0,78,0,5,200,1,2,0,61.86,0,200,"NY",120,128801,09/21/68
55612962402,0,0,560.05,51.98,7,398,6,2,0,5.51,1,33.16,"FL",324,1785802,01/30/42
55612962785,0,456.66,29.4,0,19,563,4,8,4,13.27,1,62.55,"MA",15,1000603,03/10/62
55612962910,0,0,74.98,0,7,605,1,2,0,67.99,0,302.5,"NJ",87,192503,07/16/42
55612964800,0,0,217.98,146.94,7,326,3,3,1,36.76,0,81.5,"FL",341,201902,02/28/49
55612965405,0,1159.45,242.47,0,11,325,2,4,3,32.64,0,40.62,"ID",835,950101,04/16/64
55612966813,0,0,78.99,0,3,330,1,2,0,53.53,0,330,"TN",373,98403,"NA"
55612968646,0,0,199.96,0,14,646,1,6,0,31.5,0,646,"LA",705,170101,07/04/41
55612971471,0,0,43.5,549.03,17,659,3,6,3,10.64,1,20.59,"CT",68,1637801,02/27/49
55612971820,0,0,89.98,0,0,235,1,0,0,55.55,0,235,"IN",479,1907903,09/21/59
55612972111,0,0,283.99,0,15,502,1,6,1,35.97,0,251,"TN",381,1620003,01/18/88
55612972144,0,0,59,114.98,7,577,2,7,1,36.68,0,288.5,"GA",319,161602,08/04/81
55612972764,0,0,111.97,0,15,620,2,8,2,32.28,0,155,"CA",921,1212703,03/05/52
55612973585,0,61,55.49,0,6,212,2,0,0,20.18,0,212,"OH",452,1106602,12/22/60
55612973967,0,4.5,324.44,0,18,677,2,10,2,17.59,0,135.4,"NY",100,25803,12/07/64
55612976825,0,761.24,25.5,0,17,621,3,9,1,21.09,0,207,"CA",941,1412601,09/23/65
55612978885,0,0,142,0,13,574,1,7,0,71.91,0,574,"VA",225,292803,03/10/59
55612980875,0,212.36,137.93,0,14,287,4,4,2,42.25,1,41,"PA",193,1143203,07/27/57
55612980921,0,127.99,494.35,0,11,483,3,8,2,30.89,1,96.6,"NC",286,518802,05/08/39
55612985713,0,900.78,260.56,0,17,624,4,9,3,24.57,0,104,"MI",482,1842403,03/24/39
55612986826,0,34.99,1570.01,0,13,537,2,9,4,15.65,0,44.75,"FL",333,1720703,"NA"
55612987513,0,0,343.42,0,3,370,1,0,0,19.87,0,123.33,"FL",324,2135503,09/11/61
55612987986,0,0,14.99,18.48,11,444,2,4,1,101.42,0,148,"MD",210,1856801,04/14/52
55612997695,0,0,290.7,0,16,309,1,8,1,20.03,0,77.25,"TX",762,1163102,05/30/59
55613000785,0,0,300.86,0,13,677,2,5,0,20.29,0,169.25,"VA",245,171103,08/09/63
55613001357,0,0,1646.9,535.33,26,524,4,10,3,29.41,1,65.5,"MS",394,1365201,12/07/64
55613007726,0,0,1069.99,70.98,18,453,3,9,4,23.76,0,50.33,"NY",117,280503,06/30/71
55613007874,0,412.91,34.99,0,5,568,2,5,1,17.02,0,142,"NJ",76,190403,01/30/69
55613008831,0,1172.34,322.2,0,21,678,4,11,9,14.03,1,37.66,"NM",871,1850703,01/15/69
55613010696,0,309.41,724.25,149.96,14,657,4,4,1,17.99,0,73,"MO",630,290701,01/14/88
55613010832,0,0,293.11,0,11,691,2,6,1,19.12,0,345.5,"CA",960,719402,"NA"
55613011112,0,0,507.42,0,13,362,1,5,0,38.95,1,181,"AZ",850,1797902,06/29/52
55613011473,0,0,100.49,0,4,220,1,2,0,51.79,0,220,"MO",630,401902,"NA"
55613012610,0,69.98,51.49,0,3,293,2,0,0,32.48,0,146.5,"GA",312,1421502,09/04/34
55613016290,0,259.96,19.99,0,4,160,2,1,0,57.95,0,80,"ME",40,1724701,07/29/55
55613019552,0,0,264.93,0,5,637,1,5,0,16.2,1,318.5,"AZ",850,299301,09/21/68
55613020361,0,337.72,17.99,19.99,1,161,3,0,0,46.16,0,40.25,"MI",480,964102,07/13/58
55613020516,0,132.98,137.49,0,6,634,2,0,0,17.48,1,158.5,"NC",287,194503,12/30/38
55613020617,0,0,652.77,0,15,182,1,6,0,17.99,0,60.66,"NY",136,673101,04/13/59
55613027313,0,0,394.28,0,2,340,1,0,0,20.59,0,113.33,"SC",296,87503,04/16/82
55613028404,0,0,241.2,0,11,293,1,4,0,41.76,1,97.66,"WI",544,575102,"NA"
55613028697,0,71.5,2.99,0,3,270,2,0,0,55.16,0,135,"OH",452,543701,01/21/32
55613029766,0,0,817,0,18,581,1,9,1,51.58,0,145.25,"FL",325,2157403,"NA"
55613033130,12,323.69,76.1,180.9,31,614,4,9,1,8.49,1,87.71,"CO",801,1801501,12/19/63
55613034207,0,439.99,810.22,0,5,346,4,2,1,18.17,1,38.44,"RI",28,923902,07/05/85
55613035864,0,0,131.47,0,22,650,1,9,0,78.51,0,650,"TX",781,319802,01/27/81
55613036911,0,170.43,235,0,6,437,2,1,1,16.19,1,62.42,"NY",127,1987501,05/15/69
55613043603,0,0,144.42,0,8,336,1,2,1,26.73,0,67.2,"NM",871,1270603,01/31/59
55613044637,0,0,93.95,0,1,74,1,0,0,80.99,0,37,"NY",146,454901,09/21/87
55613045865,0,0,325,0,6,483,1,3,0,61.29,0,241.5,"FL",334,1005702,02/14/53
55613046415,0,0,375.47,0,23,660,3,9,2,8.34,1,82.5,"PA",170,1864201,07/29/61
55613047935,0,0,450.74,0,18,353,3,8,3,40.53,0,88.25,"OH",440,798501,04/26/51
55613050577,0,127.01,232.99,136.52,15,643,6,6,5,34.95,1,49.46,"TX",787,1617203,08/17/54
55613051455,0,0,163.39,0,10,698,1,4,0,36.92,0,349,"NM",871,2000701,01/08/66
55613057204,0,485.41,68.47,0,2,482,3,0,0,20.96,0,241,"IA",500,1883503,11/22/38
55613058285,0,110.5,659.34,0,16,531,3,8,5,5.98,1,23.08,"MD",211,1155802,04/08/58
55613059321,0,84,31.98,0,4,684,2,1,1,52.1,0,171,"CT",64,494102,04/18/79
55613059444,0,0,472.99,0,15,336,1,6,0,68,0,336,"RI",28,1827602,10/27/58
55613065182,0,602.5,99,29.99,14,298,3,4,0,32.81,1,49.66,"IL",624,416902,04/27/73
55613065823,0,129.99,106.99,0,10,487,2,6,1,37.28,0,162.33,"MO",653,411503,05/12/82
55613066352,0,0,386.95,0,15,460,2,4,2,23.54,1,76.66,"MA",24,1994902,12/05/41
55613067746,0,0,139.5,9.99,12,560,2,4,0,87.52,0,280,"FL",331,229303,08/22/48
55613067836,0,0,655.21,0,19,611,1,10,1,21.28,0,122.2,"GA",300,1926302,03/08/74
55613068220,0,0,88,0,1,108,1,0,0,100,0,108,"FL",334,514001,01/17/45
55613069063,0,0,137.95,0,7,62,1,2,1,50.84,0,31,"MA",24,884401,02/20/58
55613071774,0,0,114.98,0,4,122,1,0,0,57.65,0,122,"GA",304,1314901,01/04/59
55613072696,0,0,289.47,0,3,280,1,0,0,17.75,1,40,"VT",57,1753103,11/13/39
55613072890,0,0,231.98,0,11,663,2,4,2,12.58,1,165.75,"OH",450,816401,01/21/64
55613075792,0,0,153,0,14,255,1,6,0,141.86,0,255,"CA",919,384003,"NA"
55613076836,0,938.98,715.89,157.84,6,225,4,2,2,20.32,1,18.75,"NY",129,866903,05/17/57
55613078816,0,0,1665.9,0,16,417,1,7,2,33.8,1,37.9,"MA",20,414502,05/19/41
55613079730,0,0,49,0,5,185,1,2,0,100,0,185,"WI",531,576801,01/09/55
55613080482,0,1019.36,904.93,0,15,645,5,9,4,6.64,1,33.94,"CA",939,993103,04/30/63
55613081010,0,101.28,59.97,0,12,369,2,4,0,35.85,0,184.5,"GA",300,480803,08/26/48
55613082923,0,350.63,259.97,335.91,15,502,6,9,4,20.56,0,50.2,"VT",56,1905903,04/16/75
55613084046,0,0,187,0,7,241,1,3,0,111.77,0,241,"MI",486,1070902,10/09/68
55613085577,0,35.98,902.91,0,20,635,3,9,0,31.91,0,127,"WI",546,1974502,04/03/69
55613086916,0,0,496.8,0,17,639,1,9,2,14.71,1,91.28,"NJ",85,1241301,09/08/41
55613087740,0,0,154.98,0,11,493,1,7,1,67.83,0,246.5,"SC",295,1262701,04/24/42
55613094760,69.98,44.49,78.99,0,7,271,3,0,0,23.77,0,90.33,"TX",783,1658003,01/23/52
55613098595,0,159.94,49,18.98,8,361,3,2,0,33.23,0,60.16,"NJ",70,398003,09/04/75
55613102034,0,87.76,18.74,0,16,637,2,8,1,40.81,0,637,"TN",373,741003,02/08/84
55613102690,0,7.49,721.78,10,22,702,4,7,4,18.22,1,50.14,"WI",547,585401,01/28/55
55613106694,0,110.47,282.99,0,20,362,3,6,2,23.48,1,72.4,"NC",275,35002,09/09/50
55613127257,0,0,162,0,10,168,1,1,0,33.9,0,168,"MO",640,655602,"NA"
55613132084,0,159,20,0,11,466,3,8,1,23.82,0,233,"NH",38,1472103,01/10/89
55613132523,0,289.96,190.96,0,27,684,2,10,6,21.98,0,62.18,"MN",565,1451503,"NA"
55613134413,0,0,140.48,0,12,408,1,3,1,36.86,0,204,"VT",57,933701,04/22/62
55613136361,0,0,118.96,0,10,153,1,1,1,21.87,0,51,"CA",900,102801,09/29/51
55613146081,0,66.73,29,0,3,261,3,0,0,100,0,130.5,"CA",917,1753302,04/26/71
55613151603,0,9.99,126.72,0,11,127,3,2,1,25.52,0,25.4,"TX",799,1081101,05/01/55
55613166692,0,0,122,0,11,626,1,1,0,56.5,0,626,"CA",920,1628901,05/24/66
55613166894,0,0,579.97,273.92,26,327,4,6,1,27.99,0,40.87,"NY",105,1551002,03/30/39
55613168683,209.45,0,58,0,6,154,2,1,0,43.73,0,38.5,"MI",497,307601,05/19/58
55613174802,0,163.95,15,0,19,678,2,8,1,18.77,1,169.5,"NJ",72,758103,09/30/58
55613177117,0,246.99,20,0,8,216,2,1,0,55.81,1,72,"OH",448,1239902,"NA"
55613180616,0,440.47,213.98,0,20,483,2,7,4,19.09,1,32.2,"NJ",74,954501,03/21/63
55613182294,0,59,411.97,0,13,511,2,7,1,28.48,0,255.5,"MA",13,179001,11/15/81
55613183802,0,0,87.99,126.97,13,340,4,1,0,29.94,0,85,"MI",483,346303,07/27/41
55613185884,0,0,243.47,0,23,551,3,10,3,60.25,0,110.2,"FL",338,577103,06/15/59
55613188054,0,0,89.97,0,9,165,1,1,0,35.8,0,165,"IL",604,1616403,04/28/64
55613192071,0,182.96,117,0,7,119,2,0,0,27.4,0,59.5,"CA",934,1870103,07/02/65
55613195096,0,0,72.97,0,5,437,1,0,0,100,0,437,"NY",112,763201,11/18/50
55613195513,0,10.49,181.47,0,9,676,3,0,0,26.94,0,169,"FL",334,623902,10/04/58
55613196910,0,386.71,12,0,9,344,2,2,0,18.87,1,68.8,"MA",25,1517602,04/23/39
55613203126,0,1116.92,97,0,22,650,2,10,5,15.82,1,72.22,"VA",225,1125302,02/18/44
55613209373,0,224.94,83.5,0,7,670,2,2,1,15.4,1,83.75,"CA",900,2097501,08/21/51
55613213602,0,0,156,0,6,678,1,0,0,57.39,0,678,"NJ",78,211601,01/27/42
55613215435,0,146,304.95,0,11,537,5,7,0,23.3,0,107.4,"NY",125,574201,06/12/51
55613217743,0,0,94.48,204.43,9,626,2,1,0,22.8,0,156.5,"CA",954,484802,12/14/44
55613218157,0,0,217,0,15,551,1,9,1,27.3,0,551,"NV",891,751301,06/26/36
55613219417,0,499.94,100,0,14,687,3,7,3,9.73,1,137.4,"FL",323,644302,06/12/59
55613220002,0,0,4193.38,0,28,699,2,11,9,21.09,1,23.3,"KY",402,1424401,08/31/54
55613231963,0,0,452.3,0,23,453,2,9,2,33.32,0,113.25,"NJ",81,1521301,02/03/69
55613233910,0,0,385.99,0,18,361,1,6,0,52.23,0,361,"NJ",70,963901,07/03/69
55613243447,0,0,81.96,0,3,276,1,0,0,25.37,0,92,"VA",234,117302,03/13/32
55613252054,0,189.93,14.4,27.49,3,677,5,1,1,27.36,1,135.4,"IL",614,1387302,10/09/41
55613255161,0,74.99,59.25,528.11,10,593,4,1,1,18.7,1,84.71,"PA",151,1646703,04/08/42
55613255666,0,0,234.66,0,14,374,2,6,0,50.56,1,74.8,"PA",190,891702,09/06/58
55613261425,0,0,82.47,0,5,127,1,0,0,42.14,0,127,"VA",229,1663601,"NA"
55613261436,0,0,248.46,0,14,260,1,4,0,43.27,0,260,"MA",21,1450202,11/02/64
55613265252,0,0,13.25,0,27,623,1,9,0,100,0,623,"CA",945,754401,04/20/58
55613267535,0,0,99.97,0,5,339,1,1,0,44,0,169.5,"WV",253,254801,03/19/69
55613270944,0,0,160.93,241.9,10,605,2,4,2,18.69,0,121,"IN",468,1737203,01/17/40
55613271293,0,0,139.5,0,7,267,1,2,0,100,0,267,"TX",770,1185401,06/06/88
55613271527,0,0,51.5,0,9,581,1,2,0,100,0,581,"AZ",852,174402,08/31/61
55613274836,0,0,372.47,0,18,677,4,8,2,4.7,1,52.07,"CA",936,479501,08/11/46
55613281982,0,305.93,39.51,19.79,10,418,3,3,0,24.51,0,139.33,"NY",139,738403,09/06/70
55613296562,0,330.23,98.49,166.94,14,516,3,3,1,17.94,0,86,"IL",605,1034503,11/27/44
55613300520,0,63.99,24.99,0,3,326,2,0,0,41.05,0,163,"NY",117,275402,09/21/55
55613305471,0,1059.22,26,0,17,418,5,4,3,13.53,1,29.85,"MA",24,743701,01/22/52
55613310655,0,0,141.5,0,13,649,1,7,2,55.66,0,324.5,"VA",229,569603,12/26/67
55613313412,0,0,202.95,0,0,29,1,0,0,36.99,0,29,"WI",530,2024303,12/11/78
55613323796,0,0,49.97,260.28,13,321,3,2,0,19.34,0,80.25,"AZ",852,379401,12/12/78
55613340412,0,0,142.58,0,1,530,1,1,0,30.56,0,530,"IL",601,1382101,10/21/31
55613340917,0,0,49.5,0,12,295,1,4,0,100,0,295,"OK",741,1456601,05/02/62
55613358730,0,0,160.74,0,12,561,1,6,2,30.4,0,280.5,"AL",362,708501,05/13/74
55613361585,0,12,12,0,11,5,2,4,0,100,0,5,"NJ",79,823601,10/02/58
55613362304,3.99,0,206.23,53.96,19,641,3,9,3,21.83,0,213.66,"NH",38,1130401,11/29/53
55613376730,0,0,228.99,0,15,314,2,6,0,41.57,0,157,"RI",28,264103,11/28/44
55613376774,0,39.99,159.99,0,8,301,4,1,0,41.22,0,75.25,"CO",805,1457402,03/21/61
55613383747,0,423.86,265.99,0,17,475,2,10,5,31.09,0,59.37,"IL",623,1594801,07/13/59
55613385143,0,0,93.18,0,8,156,1,0,0,13.17,1,78,"MI",488,1311201,03/30/70
55613391601,0,0,78,0,4,264,1,1,0,100,0,264,"NE",681,679002,12/27/67
55613394367,0,0,307.99,0,6,207,1,1,0,32.74,0,103.5,"IN",462,507801,01/01/52
55613396787,0,0,2543.17,0,23,678,1,9,5,19,0,75.33,"CT",62,458103,02/19/62
55613397056,0,0,486.95,0,13,523,2,9,3,8.84,1,58.11,"NY",146,863102,09/15/30
55613401454,0,1160.57,39,0,15,656,2,9,4,21.63,0,54.66,"NJ",80,834802,06/25/83
55613402905,0,0,83.98,0,4,581,1,1,0,59.18,0,581,"NJ",79,1015203,"NA"
55613404132,0,0,137.99,0,15,336,1,6,0,58.83,0,336,"PA",178,716201,"NA"
55613405821,0,159.95,178,0,7,326,2,1,0,61.95,0,163,"VT",57,1975402,08/21/47
55613406686,0,0,330.99,152.93,15,626,3,7,1,22.65,0,208.66,"MN",551,702301,"NA"
55613407722,0,0,74.98,0,2,182,1,0,0,100,0,182,"CT",67,1223802,05/04/89
55613408071,0,0,547.68,0,1,517,1,0,0,20.51,1,47,"NM",875,1625203,10/29/72
55613408846,0,0,995.14,0,26,691,3,10,7,20.81,1,38.38,"ME",40,454502,12/13/51
55613409050,0,0,127,0,11,510,1,7,1,57.44,0,510,"AZ",857,1830703,11/17/81
55613409173,0,165.99,34.99,0,14,502,2,8,1,34.05,1,167.33,"WY",824,602901,02/22/86
55613409342,29.99,0,502.07,0,20,684,2,9,4,15.8,0,136.8,"MD",212,2046502,07/18/83
55613409421,0,371.87,66.5,0,8,217,2,2,2,17.09,0,31,"MN",560,1405101,12/21/40
55613412063,0,0,74,0,4,646,1,1,0,55.25,0,323,"MI",488,1052201,07/29/50
55613414177,0,1017.44,55,0,15,499,3,9,2,12.91,0,99.8,"MA",10,1037201,02/03/49
55613415606,128.95,38.1,1961.5,0,16,390,4,6,1,13.9,1,32.5,"CT",64,361602,06/16/50
55613416654,0,0,530.86,0,17,360,1,6,0,14.34,0,90,"CA",950,1661201,"NA"
55613417543,0,0,84,0,4,166,1,1,0,100,0,166,"VA",234,214802,07/03/42
55613418397,0,0,80.75,0,0,581,2,0,0,114.02,0,290.5,"ND",586,754102,03/14/82
55613426396,0,0,171.46,65.72,7,405,2,1,1,37.73,0,202.5,"CT",66,1373202,"NA"
55613426781,0,0,386.99,97.97,7,252,3,2,0,25.84,1,63,"MI",484,2026403,06/06/45
55613427285,0,0,139.77,0,4,147,1,0,0,25.21,0,73.5,"AL",367,951901,09/12/45
55613427500,0,413.87,25.5,0,11,298,2,4,0,16.65,1,37.25,"IA",526,207701,11/02/68
55613429265,0,0,85.5,0,5,626,1,1,0,78.73,0,626,"NV",895,1969002,06/05/78
55613431211,147.99,105,51.5,0,10,664,4,7,1,68.35,0,221.33,"VA",240,147601,03/10/59
55613431525,0,0,417.41,0,1,47,1,0,0,37.07,0,47,"NH",37,51002,09/10/58
55613433732,0,0,996.72,630.17,34,677,2,9,6,13.7,0,48.35,"NJ",74,649003,12/24/51
55613435972,0,0,353.35,0,0,45,1,0,0,92.55,0,15,"CA",921,572903,05/13/82
55613437310,0,0,262.98,0,15,493,1,8,1,65.6,0,493,"IL",600,1652502,12/27/63
55613438311,0,0,194.99,0,15,527,1,8,1,31.33,0,527,"PA",177,2129903,07/05/89
55613439190,0,273.74,73.97,0,19,701,2,9,4,8.57,1,87.62,"CO",802,1671902,05/20/74
55613439583,0,533.34,29.25,0,14,305,4,5,3,26.87,0,30.5,"WI",542,1721403,11/23/84
55613443067,0,126,361.14,0,17,396,3,6,2,17.87,0,132,"TX",774,606101,07/28/57
55613443452,0,568.52,466.92,0,15,614,5,4,3,15.3,1,29.23,"NY",117,1319603,06/14/79
55613448323,0,15,2224.16,32.5,13,350,3,5,5,12.14,1,9.72,"MA",27,1974403,06/19/69
55613450270,0,413.16,507.1,0,20,694,2,9,1,11.11,1,173.5,"CT",61,247302,"NA"
55613452427,0,0,69.99,0,6,181,1,0,0,60.48,1,60.33,"CT",66,457403,05/09/52
55613452766,0,234.99,192,0,8,528,2,2,0,15.76,1,132,"TN",373,946002,06/20/52
55613456391,0,125.99,737.98,0,14,481,4,9,2,46.79,0,68.71,"MN",554,1588702,09/24/60
55613456997,0,73.49,1213.21,0,0,515,3,0,0,15.32,1,103,"TX",756,1367302,02/16/65
55613460473,0,0,1420.43,69.97,23,693,4,9,4,23.09,0,53.3,"FL",330,1261001,01/08/53
55613461517,0,454.93,62,0,10,568,3,6,0,16.57,0,142,"MD",215,538802,03/18/79
55613463151,0,86.25,1191.17,0,18,666,3,6,1,18.34,0,111,"MA",23,1218701,08/30/47
55613463397,0,1293.65,234,0,16,677,3,10,5,14.19,0,61.54,"MA",10,1818701,01/06/49
55613463894,0,59,85.49,0,9,580,2,4,0,34.52,0,193.33,"IN",462,1075102,05/25/39
55613465322,0,0,625.99,0,6,631,1,3,0,21.09,1,631,"MS",395,1102902,05/05/62
55613467821,0,0,264.47,0,18,349,1,6,0,60.63,0,69.8,"MI",497,1585301,01/19/52
55613468574,0,1561.47,95.48,0,18,390,3,7,3,17.63,0,43.33,"NY",125,1153503,04/14/82
55613468945,0,0,214.98,0,14,541,1,6,0,46.97,0,541,"MI",483,162602,01/12/39
55613469902,0,439.7,14.99,0,8,362,2,5,2,26.61,1,90.5,"CA",900,817002,02/02/56
55613470542,0,129.13,17.99,0,11,631,2,7,0,25.89,0,210.33,"NJ",70,1777502,04/14/75
55613475165,0,37.56,1127.82,10.49,26,646,6,9,6,16.37,1,32.3,"NE",690,1874902,08/16/67
55613479352,0,127.97,19.99,0,16,607,2,7,2,26.16,0,121.4,"PA",151,803003,08/08/58
55613480882,0,0,101,0,5,261,1,1,0,36.47,0,261,"VT",50,1879101,12/13/29
55613482725,0,49,242.48,0,11,426,2,3,0,33.71,0,142,"CA",911,179501,07/17/63
55613484211,0,0,176.25,0,14,314,2,4,0,66.99,0,157,"NE",685,782901,04/01/72
55613484255,0,0,419.98,0,23,678,2,10,0,61.51,0,226,"MA",26,1984702,01/17/42
55613490771,0,0,1249.23,0,7,208,1,2,1,27.66,0,34.66,"FL",329,1631802,"NA"
55613493594,0,0,125.99,0,9,582,1,1,0,46.03,0,291,"MA",24,1886602,05/11/65
55613496690,0,57.5,92.5,0,5,222,2,2,0,16.05,1,55.5,"OH",442,1299703,11/24/55
55613501040,0,0,2203.94,0,12,243,1,3,0,24.95,0,60.75,"CA",920,940902,10/10/78
55613503842,0,0,215.99,159.96,11,326,2,3,1,20.61,0,108.66,"MD",212,1548703,06/07/68
55613505314,0,0,138.48,0,4,271,1,2,0,54.06,0,271,"VT",54,1053703,11/09/88
55613506124,0,29.99,44.25,0,7,669,2,2,0,51.84,0,334.5,"IA",528,547003,04/05/79
55613511142,0,0,187,15.99,4,146,2,0,0,39.41,0,73,"NM",871,452602,07/25/31
55613512097,0,299.99,59,0,1,69,2,0,0,25.87,0,23,"MD",211,936301,09/19/65
55613512367,0,76,137.96,0,16,404,2,7,1,26.48,0,202,"NY",100,1584603,11/07/51
55613512471,0,178.8,60.99,0,13,633,2,7,0,34.7,0,316.5,"IL",600,166802,08/08/48
55613517025,0,0,1065.87,0,27,672,2,11,3,11.44,1,67.2,"SC",296,1676103,08/23/53
55613517094,0,0,557.82,0,17,509,2,8,2,21.21,1,63.62,"TX",775,421002,06/05/71
55613523675,0,0,106,0,6,498,1,4,0,50.44,0,498,"NH",32,2147101,"NA"
55613534464,0,0,157.99,0,7,258,1,2,0,137.03,0,258,"NJ",85,1954303,06/17/89
55613537322,0,139.97,50.48,111.43,10,669,7,1,1,12.64,1,60.81,"GA",307,225701,07/13/40
55613544500,0,0,499.96,0,20,544,1,8,0,63.46,0,136,"CA",928,1807003,09/22/67
55613545635,0,0,183.02,0,7,226,1,2,0,36.68,1,226,"NY",121,1912802,12/08/31
55613546142,0,0,305.96,0,6,143,1,1,0,44.96,0,143,"WI",532,1244803,01/14/72
55613546366,0,50,157.43,13.99,8,295,4,2,1,27.06,0,49.16,"CO",802,734701,"NA"
55613549033,0,19.98,84.96,0,6,251,2,1,0,34.11,0,125.5,"CA",915,1327702,"NA"
55613551610,0,0,209.92,0,6,420,1,2,0,37.47,0,420,"OH",451,1722903,06/10/66
55613559812,0,0,85,0,13,581,1,8,0,173.25,0,581,"PA",169,809501,01/20/72
55613563480,0,0,86,0,6,131,1,1,0,100,0,131,"CO",805,1770002,"NA"
55613563750,0,0,71.99,0,3,649,1,0,0,100,0,649,"NY",118,85703,12/11/68
55613565446,0,0,82.49,0,18,544,1,10,1,13.33,1,181.33,"NJ",88,1686503,11/13/48
55613567617,0,0,83.97,0,6,404,2,0,0,59.18,0,202,"NY",146,536202,01/07/62
55613571713,0,0,867.38,0,4,103,1,0,0,31.3,1,17.16,"CT",65,2023001,02/28/42
55613575133,0,0,250.78,0,3,110,1,0,0,25.82,0,110,"CA",950,1864903,06/07/52
55613578352,0,0,84,0,6,195,1,2,0,100,0,195,"MD",208,1980201,08/22/48
55613578442,0,1520.43,174,0,20,684,3,8,6,10.81,1,48.85,"ID",835,489503,06/30/64
55613584292,0,0,71.98,0,0,55,1,0,0,51.38,0,55,"OH",440,897902,04/04/35
55613587442,0,1104.32,100.38,0,19,659,2,10,5,23.79,1,47.07,"IN",477,1030903,04/22/31
55613588612,0,0,271.96,0,6,687,1,0,0,19.23,0,687,"NE",685,516303,02/17/69
55613589985,0,325.78,819.81,0,7,423,2,2,0,30.3,1,105.75,"MA",12,902903,03/14/50
55613596464,0,83,62.97,0,5,626,2,2,0,64.26,0,313,"CA",955,1960302,05/28/68
55613598231,0,0,118,0,7,186,1,1,0,125,0,186,"MA",23,1233703,04/15/62
55613598851,0,0,893.99,0,24,547,1,10,4,9.25,1,54.7,"NY",120,1811602,06/18/52
55613599063,0,197.89,49.97,0,6,439,2,0,0,22.08,0,73.16,"WA",991,1555701,06/02/81
