cid,month,amount,payment_type,channel,buy,class,coupons,items
55635669065,201712,87,0,0,1,1,0,3
55635685243,201712,372.5,0,0,1,4,1,10
55635717135,201712,492.77,1,0,1,5,1,8
55635766276,201712,94.97,0,0,1,3,1,3
55635782760,201712,80.99,0,0,1,1,0,1
55635789565,201712,29.99,0,0,1,2,0,2
55635802682,201712,143.93,1,0,1,4,1,7
55635821593,201712,38.26,0,0,1,1,1,2
55635847131,201712,511.98,0,0,1,8,0,21
55635849472,201712,136.8,1,0,1,3,1,4
55635941372,201712,162,0,0,1,2,0,2
55635982456,201712,266.99,0,0,1,1,0,2
55636037254,201712,342.98,0,0,1,5,0,7
55636040223,201712,88,0,0,1,1,0,1
55636060744,201712,197,0,0,1,7,0,10
55636074730,201712,49.99,0,0,1,2,0,4
55636102143,201712,35.98,0,0,1,4,0,5
55636104044,201712,286.99,1,0,1,6,1,18
55636104101,201712,381.98,0,0,1,4,0,5
55636116025,201712,54.98,0,0,1,5,0,9
55636154647,201712,52.48,0,0,1,3,0,5
55636156807,201712,33,0,0,1,2,0,2
55636184235,201712,144.49,0,0,1,5,0,6
55636202731,201712,398.99,1,0,1,2,1,9
55636218954,201712,224.99,0,0,1,4,0,6
55636239520,201712,49.99,0,0,1,3,0,4
55636239812,201712,169.99,0,0,1,6,1,6
55636301944,201712,121,0,0,1,3,0,4
55636318786,201712,99.99,0,0,1,4,0,6
55636371176,201712,74,0,0,1,2,1,4
55636387896,201712,449.97,0,0,1,4,0,8
55636418743,201712,196,0,0,1,2,0,2
55636449826,201712,416,0,0,1,3,1,4
55636460986,201712,49.99,0,0,1,2,0,2
55636474453,201712,99.97,0,0,1,4,0,6
55636475803,201712,110,1,0,1,4,0,6
55636507267,201712,63,0,0,1,3,0,7
55636542200,201712,312.98,0,1,3,7,0,9
55636546057,201712,299.17,1,0,1,12,2,34
55636570177,201712,69.97,0,0,1,4,0,6
55636636486,201712,170.07,1,0,1,5,1,7
55636650165,201712,238.38,1,0,2,4,1,5
55636683365,201712,234,0,0,1,5,0,5
55636723753,201712,92,0,0,1,2,0,3
55636799310,201712,199.96,0,0,1,1,0,1
55636915093,201712,83.99,0,0,1,3,0,3
55636953671,201712,169.5,0,0,1,3,0,5
55636983425,201712,70.98,0,0,1,8,0,8
55636991277,201712,178,0,0,1,3,0,3
55636993303,201712,112.98,0,0,1,2,0,4
55637030267,201712,209.48,1,0,1,3,0,7
55637063164,201712,72.48,1,0,1,1,1,2
55637064921,201712,234,1,0,3,4,1,8
55637066224,201712,478.99,1,0,1,5,0,8
55637067182,201712,176.75,0,0,2,4,1,6
55637084552,201712,267.08,0,0,1,6,1,13
55637117715,201712,50,0,0,1,1,0,4
55637130257,201712,68,1,0,1,3,0,5
55637137786,201712,466.91,1,0,1,7,0,14
55637153027,201712,416.99,0,0,1,2,0,9
55637175845,201712,122.99,0,0,2,2,0,4
55637189651,201712,167.99,0,0,1,1,0,2
55637294375,201712,97.98,0,0,3,4,0,4
55637363260,201712,74.22,0,0,1,3,0,5
55637387334,201712,60.99,0,0,1,2,0,6
55637451211,201712,87,1,0,1,7,2,15
55637508935,201712,256.2,0,0,1,7,1,12
55637514886,201712,190.99,0,0,1,1,0,2
55637518284,201712,63.46,1,0,1,6,1,10
55637541334,201712,124.98,0,0,1,2,0,2
55637577313,201712,148,0,0,1,2,0,3
55637631482,201712,74.98,0,0,1,2,0,2
55637705620,201712,78,1,0,1,4,0,16
55637770510,201712,116.23,0,0,1,2,1,2
55637781613,201712,68.99,1,0,1,1,1,1
55637795610,201712,86,0,0,2,2,1,4
55637861940,201712,183.49,1,0,1,2,0,3
55637891132,201712,286.46,0,0,2,6,0,11
55637905936,201712,212,0,0,1,3,0,3
55637911177,201712,104.99,0,0,1,4,0,7
55637939690,201712,110,0,0,1,2,1,5
55637978545,201712,97.5,0,0,1,5,0,10
55637987040,201712,165.74,0,0,1,10,0,23
55638018514,201712,29.99,0,0,1,4,0,4
55638029202,201712,39,0,0,1,3,0,3
55638049273,201712,103.99,0,0,2,2,0,3
55638086252,201712,31,0,0,1,3,1,3
55638099393,201712,165.93,0,0,1,2,0,3
55638100017,201712,58,1,1,1,2,1,3
55638100334,201712,208.45,0,0,1,1,1,1
55638117020,201712,232.99,0,0,1,5,0,9
55638255902,201712,44,1,1,1,3,0,4
55638297360,201712,123.74,0,0,1,5,0,8
55638374386,201712,126,0,0,1,3,0,3
55638405831,201712,72,0,0,1,3,0,5
55638414121,201712,105,0,0,1,3,0,4
55638428386,201712,26,0,0,1,2,0,2
55638531910,201712,123.26,1,0,1,4,1,4
55638587092,201712,98.99,0,0,1,2,0,2
55638588860,201712,197,0,0,1,3,0,3
55638674367,201712,117,0,0,1,2,0,5
55638685235,201712,39.49,1,0,1,2,0,2
55638791460,201712,49,1,0,1,1,0,1
55638803293,201712,87.95,0,0,1,3,0,5
55638845954,201712,29,0,0,1,3,0,4
55638935673,201712,93.5,0,0,1,2,0,2
55638951747,201712,298.47,1,0,1,7,1,16
55639000651,201712,675.97,0,0,4,5,0,12
55639005296,201712,63.72,0,0,1,5,0,8
55639047247,201712,287.08,1,0,1,5,1,11
55639059592,201712,67.48,1,0,1,3,1,3
55639059873,201712,156,1,0,1,6,1,15
55639087030,201712,59,0,0,1,5,0,5
55639090955,201712,783.87,1,0,1,13,0,40
55639166601,201712,77,1,0,1,3,0,3
55639187471,201712,78.98,0,0,1,3,0,3
55639195816,201712,221.6,1,0,1,6,1,7
55639206312,201712,307.99,0,0,1,7,0,9
55639221836,201712,18.75,1,0,1,6,0,9
55639241603,201712,62.75,1,0,1,12,2,16
55639245340,201712,84.96,0,0,1,1,0,1
55639256083,201712,66,0,0,1,5,0,10
55639260291,201712,157.48,1,0,1,8,1,12
55639290326,201712,72.75,0,0,1,1,0,1
55639317687,201712,46.47,0,1,1,8,0,14
55639343437,201712,29.25,0,0,1,1,0,1
55639355533,201712,251.99,1,0,1,8,2,19
55639366964,201712,119.96,0,0,2,3,0,4
55639402815,201712,716,0,0,1,8,0,20
55639405584,201712,383.99,1,0,1,14,2,36
55639423674,201712,29.99,0,0,1,1,0,1
55639458212,201712,193.36,0,0,1,4,1,7
55639462983,201712,39,0,0,1,3,0,4
55639470081,201712,243.99,1,0,1,9,0,16
55639495495,201712,167.99,0,0,2,4,0,6
55639524430,201712,87.99,1,0,1,2,0,3
55639527242,201712,174.98,0,0,1,6,0,7
55639530990,201712,88.97,1,0,1,5,0,10
55639542045,201712,417.34,1,0,1,2,1,6
55639557007,201712,137.99,1,0,1,4,2,7
55639577092,201712,186.94,0,0,1,8,0,11
55639580995,201712,107.99,0,0,1,2,0,5
55639595867,201712,118.79,1,0,1,4,1,4
55639647663,201712,49.42,0,0,1,8,0,10
55639648235,201712,83.69,1,1,1,3,1,4
55639649520,201712,67,0,0,1,5,0,5
55639748441,201712,68,1,0,1,1,0,3
55639757777,201712,71.99,1,0,1,3,1,3
55639760410,201712,98,0,0,1,1,0,1
55639774361,201712,64,0,0,1,2,0,7
55639776035,201712,121,0,0,1,3,0,4
55639784236,201712,116.99,0,0,1,3,0,3
55639795476,201712,421,1,0,1,1,1,2
55639817312,201712,88,1,0,1,3,1,5
55639825715,201712,74.99,0,0,1,3,0,5
55639891091,201712,141.08,1,0,1,5,1,6
55639905851,201712,197.99,0,0,1,3,0,3
55639918011,201712,386.09,1,0,1,4,1,6
55639923004,201712,265.98,0,0,1,4,0,5
55639947262,201712,156,0,0,1,2,0,3
55639978187,201712,117.99,0,0,1,2,0,3
55639997515,201712,103.99,1,0,1,8,1,13
55640012722,201712,75.99,1,0,1,7,0,11
55640016333,201712,69,0,0,1,2,0,2
55640026987,201712,59.97,0,0,1,1,0,3
55640050454,201712,114.96,0,0,1,6,0,10
55640054890,201712,78,0,0,1,1,0,3
55640073981,201712,88.99,0,0,1,4,0,4
55640100876,201712,25,0,0,1,2,0,4
55640110776,201712,91.99,0,0,1,3,0,3
55640144627,201712,29,0,0,1,1,0,1
55640158837,201712,122.25,0,0,1,3,1,8
55640160751,201712,78,0,0,1,1,0,2
55640267593,201712,108.98,0,0,1,2,0,3
55640353474,201712,42.98,0,0,1,6,0,10
55640381655,201712,29,0,0,1,5,0,5
55640474401,201712,108.98,0,0,1,4,0,7
55640485382,201712,112,0,0,1,2,0,2
55640509480,201712,126.99,0,0,1,3,0,7
55640576675,201712,11.98,0,0,1,3,0,7
55640591625,201712,77,0,0,1,1,0,1
55640593717,201712,152.5,0,0,2,4,0,7
55640611763,201712,108,0,0,1,2,0,3
55640660161,201712,34.99,0,0,1,1,0,3
55640725127,201712,29,0,0,1,5,0,12
55640731801,201712,5.99,0,0,1,1,0,2
55640734390,201712,49,0,0,1,1,0,1
55640758284,201712,184.96,1,1,1,4,1,6
55640780625,201712,129.98,0,0,1,3,0,4
55640795500,201712,180,0,0,1,3,0,3
55640871976,201712,87,0,0,1,3,0,3
55640881515,201712,167.98,0,0,1,3,0,4
55640927156,201712,96.99,0,0,1,2,0,3
55640940195,201712,692.94,1,0,1,12,2,34
55640992882,201712,16.99,0,0,1,3,1,4
55641019755,201712,188.97,0,0,1,2,0,2
55641023693,201712,126,0,0,1,2,0,4
55641073135,201712,19.99,0,0,1,3,0,3
55641087640,201712,58,0,0,1,3,0,5
55641099586,201712,85.47,0,0,1,1,0,1
55641101070,201712,44.98,0,0,1,1,0,3
55641134021,201712,208.49,1,0,1,3,1,7
55641140174,201712,96.99,0,0,1,3,0,4
55641185885,201712,83,0,0,1,2,0,2
55641227903,201712,732.2,1,1,1,7,3,29
55641246692,201712,155,0,0,1,2,0,4
55641246883,201712,25,0,0,1,2,1,3
55641251122,201712,21.75,1,0,1,4,0,6
55641267392,201712,102.19,0,0,1,4,0,6
55641277890,201712,39,0,0,1,1,0,1
55641279946,201712,167,0,0,2,4,0,4
55641281226,201712,68,0,0,1,2,0,2
55641295357,201712,42.98,1,0,1,3,0,3
55641311310,201712,350.25,0,0,2,3,0,9
55641315967,201712,99.97,0,0,1,2,0,3
55641326871,201712,130.97,0,0,2,3,0,5
55641346501,201712,197.97,1,0,1,8,1,14
55641485202,201712,354,0,0,2,5,1,8
55641627031,201712,133,0,0,1,5,0,9
55641634307,201712,122,0,0,2,1,1,6
55641639823,201712,81.74,1,0,1,2,0,2
55641643556,201712,107.98,0,0,1,3,0,4
55641688322,201712,281.94,0,0,1,3,0,5
55641775770,201712,307.48,1,0,1,2,2,6
55641811575,201712,252,0,0,2,7,0,9
55641831025,201712,171.22,0,0,1,6,0,11
55641852662,201712,285.5,0,0,1,7,1,16
55641890552,201712,158.98,0,0,1,3,0,3
55641964150,201712,361.93,0,0,1,6,0,9
55641980686,201712,263.5,0,0,1,4,0,8
55641984455,201712,68.99,1,0,1,4,0,5
55641994751,201712,59.99,0,0,1,1,0,2
55642015121,201712,48.99,0,0,1,4,0,6
55642052627,201712,34,0,0,1,4,0,10
55642067290,201712,98,0,0,1,1,0,4
55642094290,201712,279.94,0,0,1,4,0,5
55642099046,201712,187.99,0,0,2,5,0,7
55642109396,201712,99,0,0,1,1,0,1
55642111937,201712,78,0,0,1,2,0,2
55642124032,201712,613.48,1,0,1,8,1,15
55642135157,201712,131.7,0,0,2,3,0,5
55642140344,201712,278.99,1,0,1,3,0,4
55642159775,201712,104.98,0,0,1,2,1,2
55642176413,201712,109.47,1,0,1,12,1,20
55642187901,201712,92.96,0,0,1,6,0,8
55642191872,201712,111.98,0,0,1,2,0,5
55642226475,201712,423.4,1,0,2,7,0,13
55642247863,201712,98.98,0,0,1,1,0,4
55642253431,201712,137,0,0,1,1,0,2
55642278993,201712,377,1,0,1,2,1,4
55642287733,201712,304.98,0,0,3,8,0,9
55642316046,201712,297.94,1,0,1,5,0,6
55642414070,201712,116,0,0,1,2,0,4
55642415590,201712,107.98,0,0,1,3,0,6
55642432575,201712,98.25,0,0,1,1,0,1
55642446875,201712,192.03,1,0,1,7,2,15
55642485867,201712,150,0,0,1,5,0,8
55642489816,201712,268.97,0,0,1,5,0,9
55642517016,201712,75.97,0,0,1,3,0,8
55642538552,201712,105.17,0,0,3,4,1,6
55642583877,201712,79.96,0,0,2,2,0,4
55642625964,201712,470,1,0,1,10,0,22
55642672212,201712,458.74,1,0,1,3,1,7
55642687795,201712,96,0,0,1,1,0,3
55642704443,201712,315,0,0,1,6,0,6
55642747284,201712,29,0,0,3,2,0,2
55642804411,201712,101.99,0,0,1,3,0,4
55642806594,201712,227.96,0,0,1,5,0,8
55642837994,201712,198,0,0,1,10,1,13
55642850704,201712,69.98,0,0,1,1,0,2
55642871033,201712,220,0,0,1,1,0,1
55642922265,201712,218.96,0,0,1,4,0,5
55642995685,201712,222.99,1,0,1,7,1,12
55643065682,201712,138.74,0,0,1,1,0,1
55643068371,201712,202.99,0,0,1,4,1,5
55643083602,201712,24,0,0,1,1,0,1
55643085471,201712,74,0,0,1,4,0,9
55643095166,201712,171.99,0,0,1,8,2,15
55643112896,201712,107.47,0,0,1,2,0,3
55643176371,201712,312.99,1,0,1,9,1,22
55643249404,201712,496.99,0,0,1,7,0,11
55643253746,201712,29,0,0,1,3,0,3
55643319446,201712,270.91,1,0,2,5,1,10
55643328042,201712,58.99,0,0,1,4,0,11
55643344466,201712,108,0,0,1,1,0,1
55643360947,201712,179.99,0,0,1,3,0,3
55643404384,201712,161.57,0,0,1,7,0,13
55643425523,201712,58,0,0,1,1,0,2
55643564383,201712,280.97,0,0,1,5,0,6
55643570120,201712,209.5,0,0,1,3,0,6
55643674475,201712,117.99,0,0,1,3,0,3
55643710452,201712,185,0,0,2,1,0,8
55643733727,201712,206,0,0,1,5,0,7
55643734731,201712,151,0,0,1,3,0,6
55643771923,201712,381.95,0,0,1,4,1,7
55643776175,201712,127.49,0,0,1,3,1,5
55643801273,201712,96.99,0,0,1,1,0,2
55643810114,201712,385,0,0,1,4,0,5
55643811670,201712,39.99,0,0,1,2,0,2
55643826700,201712,124.97,0,0,1,5,0,5
55643875186,201712,151.97,0,0,3,4,1,8
55643917936,201712,238.99,0,0,1,4,0,6
55643925315,201712,167,0,0,1,2,0,3
55643983953,201712,27.98,0,0,1,15,0,25
55644016283,201712,276.94,0,0,1,5,0,7
55644046242,201712,63,0,0,1,3,0,3
55644047016,201712,139.99,0,0,1,2,0,3
55644072760,201712,116,1,0,1,5,0,7
55644116497,201712,244.99,1,0,1,2,0,4
55644131753,201712,79.98,0,0,1,5,0,5
55644138763,201712,97.98,0,0,1,5,0,7
55644165932,201712,29.98,0,0,1,1,0,1
55644168373,201712,59.99,0,0,1,2,0,4
55644176934,201712,139.96,1,0,1,1,0,1
55644201751,201712,94.97,1,0,1,2,0,3
55644260237,201712,102,0,0,1,2,0,3
55644264763,201712,109.93,0,0,1,2,0,3
55644288927,201712,20,0,0,1,2,0,2
55644320371,201712,69.98,0,0,1,2,0,4
55644322924,201712,29,0,0,1,4,0,4
55644325884,201712,77,0,0,1,5,1,6
55644349745,201712,311.95,1,0,1,6,1,19
55644352084,201712,197.24,0,0,1,7,1,9
55644403676,201712,98,0,0,1,1,0,1
55644465157,201712,136,0,0,1,3,0,9
55644491022,201712,637.5,0,0,3,9,0,16
55644526357,201712,142,0,0,1,4,0,9
55644588010,201712,96,0,0,1,3,0,3
55644642907,201712,79.98,0,0,1,1,0,1
55644645157,201712,25,1,0,1,7,0,21
55644654092,201712,22,0,0,1,2,0,3
55644655903,201712,67.48,1,0,1,2,0,4
55644661010,201712,63,0,0,1,2,0,2
55644672867,201712,49.99,0,0,1,5,0,9
55644743606,201712,567.5,0,0,1,3,0,7
55644796822,201712,152.9,0,0,1,8,0,13
55644818995,201712,77,0,0,1,2,0,2
55644823540,201712,34.99,0,0,1,1,0,1
55644862060,201712,532.91,0,0,1,11,0,28
55644882163,201712,118.99,1,0,1,2,0,2
55644900386,201712,298,0,0,1,2,0,4
55644949282,201712,114,1,0,1,4,0,5
55644969125,201712,41,0,0,1,6,0,9
55645067664,201712,89.96,0,0,1,1,0,1
55645075201,201712,92,0,0,1,2,0,3
55645078093,201712,154.45,0,0,1,5,0,7
55645194946,201712,191.99,0,0,1,4,0,7
55645242072,201712,163.95,1,0,1,13,2,37
55645388031,201712,342.98,0,0,1,6,0,9
55645429507,201712,460.98,0,0,1,5,0,14
55645432231,201712,128.21,0,0,1,1,0,2
55645446870,201712,134.97,0,0,1,2,1,3
55645517112,201712,99.98,0,0,1,2,0,2
55645517697,201712,230.46,0,0,1,2,0,8
55645593231,201712,410,0,0,1,5,0,10
55645619061,201712,12.74,1,0,1,4,0,10
55645643181,201712,104.97,1,0,1,12,0,26
55645715426,201712,174,0,0,1,4,0,4
55645737985,201712,19.99,0,0,1,3,0,4
55645758177,201712,58,0,0,1,1,0,1
55645788767,201712,98,0,0,1,2,0,3
55645831144,201712,183.99,1,0,1,5,0,12
55645851993,201712,98,0,0,1,2,0,3
55645874730,201712,34.99,0,0,1,8,0,9
55645909863,201712,130.72,1,0,1,5,2,10
55645972142,201712,78,0,0,1,1,0,1
55646124760,201712,393.98,1,0,2,3,0,6
55646147743,201712,228.72,1,0,1,4,1,8
55646151847,201712,229.98,1,0,1,4,2,7
55646152657,201712,131.78,1,0,1,8,0,22
55646158330,201712,299.46,0,0,1,14,0,21
55646183325,201712,177.98,0,0,1,2,0,3
55646195591,201712,310.94,0,0,1,2,0,2
55646203946,201712,159.89,0,0,1,4,0,4
55646213587,201712,94,0,0,1,4,0,4
55646218731,201712,98,1,0,1,3,0,6
55646234423,201712,259.93,0,0,1,4,0,4
55646292632,201712,213.92,0,0,1,1,0,3
55646316301,201712,535.97,0,0,1,9,0,14
55646317360,201712,104.98,1,0,1,6,0,15
55646338147,201712,107.99,0,0,1,2,0,2
55646342030,201712,73.5,0,0,1,1,0,1
55646360016,201712,73.98,0,0,2,1,1,4
55646369277,201712,139.47,0,0,1,2,0,4
55646423027,201712,401.16,1,0,1,11,0,21
55646425786,201712,19.98,0,0,1,3,0,4
55646438227,201712,250.99,0,0,1,6,0,6
55646494197,201712,834.99,1,0,1,1,1,2
55646525473,201712,288.99,0,0,1,10,2,27
55646526621,201712,84.97,0,0,1,2,0,3
55646541190,201712,108.49,0,0,1,3,0,5
55646561080,201712,234,0,0,1,2,0,3
55646562304,201712,326.05,1,0,1,10,1,25
55646567064,201712,174.97,0,0,1,5,0,9
55646601904,201712,130.97,0,0,1,7,0,12
55646608666,201712,319.26,1,0,1,6,1,13
55646621513,201712,102,0,0,1,1,0,1
55646621816,201712,846.41,1,0,1,7,0,13
55646663432,201712,73.5,0,0,1,1,0,1
55646706113,201712,509.46,0,0,1,7,1,15
55646740111,201712,205.17,1,0,1,4,1,5
55646759092,201712,158,0,0,1,2,0,2
55646880657,201712,53.99,0,0,1,5,1,11
55646887296,201712,68,0,0,1,2,0,2
55646887317,201712,162.99,0,0,1,4,0,4
55646931304,201712,59.98,0,0,1,2,0,3
55647008841,201712,258.98,0,0,1,4,1,8
55647053016,201712,171,1,0,1,11,2,21
55647113103,201712,513.71,1,0,1,11,1,26
55647294310,201712,319.99,0,0,1,3,0,6
55647304985,201712,191.95,0,0,1,4,0,6
55647365566,201712,376.22,1,0,1,14,4,50
55647382114,201712,123.49,1,0,1,3,1,8
55647410734,201712,393.97,0,0,1,6,0,12
55647430837,201712,208.24,1,0,3,5,0,15
55647450626,201712,587.16,0,0,1,6,2,16
55647562013,201712,19.99,0,0,1,1,0,1
55647596067,201712,226,0,0,3,2,0,5
55647608465,201712,237.71,1,0,1,13,3,33
55647633474,201712,29,0,0,1,2,0,5
55647682131,201712,289.97,0,0,2,4,0,7
55647690927,201712,234.75,1,0,1,8,2,14
55647718557,201712,107,0,0,1,5,1,10
55647748787,201712,19,0,0,1,3,0,4
55647773211,201712,454,0,0,1,3,0,5
55647796533,201712,68.99,0,0,1,2,0,2
55647802764,201712,95,0,0,1,5,0,7
55647878772,201712,243.99,0,0,1,3,0,4
55647901494,201712,249.48,1,0,1,5,0,6
55647961391,201712,87.99,0,0,1,1,0,3
55647970434,201712,31.5,0,0,1,5,0,7
55647976025,201712,78,0,0,1,1,0,2
55647986952,201712,145.99,0,0,1,6,1,8
55647989010,201712,30.51,1,0,1,5,1,9
55647996041,201712,641.41,1,0,1,5,0,9
55648038766,201712,435.99,0,0,1,7,1,10
55648060310,201712,215,0,0,1,4,0,9
55648071886,201712,49,0,0,1,2,0,4
55648094883,201712,59.99,0,0,1,3,0,5
55648116806,201712,108.49,0,0,1,3,0,4
55648221702,201712,54.99,1,0,1,4,1,10
55648256173,201712,166.99,0,0,1,1,0,7
55648334156,201712,161.99,1,0,1,13,0,22
55648344564,201712,263.95,0,1,1,4,0,7
55648377775,201712,69,1,0,1,3,1,3
55648385637,201712,56.23,0,0,1,6,0,14
55648390554,201712,185,0,0,1,4,0,4
55648391061,201712,24.98,1,0,1,2,1,4
55648408150,201712,133.2,1,0,1,2,1,2
55648443506,201712,242.22,0,0,1,5,0,6
55648462136,201712,214.47,1,0,1,3,0,5
55648471925,201712,203.94,1,0,1,5,1,9
55648475211,201712,826.86,1,0,1,5,1,15
55648491534,201712,49.99,0,0,1,2,0,3
55648493514,201712,49,0,0,1,1,0,2
55648506564,201712,9.99,0,0,1,2,0,4
55648522991,201712,1215.2,1,0,1,7,3,37
55648557382,201712,97.99,0,0,1,4,0,5
55648586892,201712,364.43,0,0,1,8,1,18
55648590895,201712,90.59,0,0,1,6,0,13
55648592626,201712,87.99,1,0,1,6,1,8
55648639765,201712,49,0,0,1,1,0,2
55648642305,201712,338,0,0,1,2,0,4
55648673107,201712,87,0,0,1,2,0,2
55648706926,201712,711.43,1,0,1,4,1,23
55648722160,201712,172,1,0,1,4,1,6
55648758071,201712,381.98,1,0,1,4,1,6
55648792765,201712,226.98,0,0,1,2,0,4
55648856870,201712,29.99,0,0,1,1,0,1
55648859747,201712,99.98,0,0,1,2,0,2
55648888741,201712,256.48,1,0,1,17,5,43
55648910923,201712,29,1,0,1,8,0,11
55648934695,201712,104.61,1,0,1,8,2,16
55648964395,201712,73,0,0,1,3,1,4
55648973340,201712,115.5,0,0,1,7,0,10
55648974305,201712,160.99,0,0,2,6,0,6
55649023141,201712,328.94,1,0,1,4,0,8
55649026854,201712,19.99,0,0,1,1,0,1
55649144574,201712,92.25,1,0,2,4,1,6
55649185030,201712,70.5,0,0,1,3,0,3
55649200575,201712,200,1,0,1,7,0,10
55649235416,201712,299.2,1,0,1,5,1,6
55649244395,201712,193,1,0,1,4,1,9
55649254226,201712,163.97,0,0,1,4,0,4
55649308046,201712,274.95,1,0,1,11,1,14
55649348842,201712,102.97,0,0,1,3,0,3
55649361823,201712,79.97,1,0,1,1,0,1
55649362406,201712,108,0,0,1,1,0,2
55649374492,201712,159.99,0,0,1,7,0,8
55649377664,201712,228.18,1,0,1,3,1,6
55649377992,201712,269.98,1,0,1,4,2,6
55649492031,201712,112.99,1,0,1,1,0,1
55649504620,201712,333.99,0,0,1,4,0,8
55649511482,201712,192.97,0,0,1,4,0,8
55649542666,201712,29.99,0,0,1,1,0,1
55649564932,201712,167,0,0,1,2,0,6
55649592223,201712,167,0,0,1,3,0,4
55649664010,201712,319.95,0,0,1,7,0,13
55649730867,201712,91.27,1,0,1,5,2,7
55649762413,201712,89.24,0,0,1,2,0,6
55649768963,201712,191.98,0,0,1,2,1,4
55649786840,201712,216,0,0,1,4,0,4
55649791880,201712,51.75,0,0,1,4,0,5
55649801145,201712,449.96,0,0,1,3,0,4
55649814297,201712,566.5,0,0,1,10,1,23
55649901250,201712,196.98,0,1,1,4,0,6
55649931152,201712,166,0,0,1,2,0,2
55649939635,201712,210.99,0,0,1,3,1,4
55649941830,201712,104.98,0,0,1,4,0,5
55649941920,201712,115.48,0,0,1,3,0,4
55649946385,201712,97.95,0,0,1,4,1,7
55649951604,201712,69.99,0,0,1,1,0,1
55649968651,201712,136,1,0,1,3,1,7
55649999846,201712,187.43,0,0,1,9,1,21
55650108790,201712,91.98,0,0,1,1,0,2
55650132841,201712,5.49,0,0,1,2,0,4
55650204582,201712,261.92,1,0,1,6,1,10
55650339572,201712,357.99,0,0,1,3,0,5
55650479937,201712,79.99,1,0,1,5,0,7
55650516137,201712,64.97,0,0,1,9,0,11
55650684171,201712,83,0,0,1,2,0,3
55650689132,201712,92.99,1,0,1,5,0,7
55650725207,201712,252.23,1,0,1,3,1,6
55650732487,201712,106.99,0,0,1,2,0,3
55650739950,201712,109.98,0,0,1,3,0,4
55650750724,201712,41.99,0,0,1,2,0,5
55650802067,201712,46.99,0,0,1,3,0,5
55650803251,201712,174,0,0,1,3,0,4
55650907540,201712,238.82,1,0,1,3,0,6
55650925223,201712,201.24,0,0,1,6,0,8
55650950762,201712,105.98,0,0,1,3,0,3
55650968143,201712,69,0,0,1,1,0,1
55650972113,201712,124.99,0,0,1,4,0,4
55651000956,201712,89.99,1,0,1,1,0,1
55651020305,201712,167.97,1,0,1,4,0,7
55651032412,201712,97.5,0,0,1,3,0,4
55651118374,201712,124.99,0,0,1,2,0,4
55651127136,201712,147.94,1,0,1,2,0,5
55651222525,201712,139.99,0,0,1,1,0,1
55651262183,201712,74,0,0,1,2,0,4
55651358123,201712,73.5,0,0,1,1,0,1
55651378431,201712,82,1,0,1,8,2,27
55651431372,201712,133.99,0,0,1,4,0,5
55651531777,201712,88.99,1,0,1,4,1,9
55651623735,201712,178,0,0,1,3,0,4
55651668747,201712,296.91,0,0,1,4,0,7
55651682293,201712,69,0,1,1,1,0,2
55651838050,201712,99.96,0,0,1,4,0,4
55651862080,201712,656,0,0,1,8,0,13
57200505071,201712,107.98,0,0,1,2,0,2
58000437445,201712,137,0,0,1,1,0,1
59600071110,201712,476.99,1,0,1,6,0,8
59600500036,201712,24,0,0,1,1,0,1
59600603393,201712,275,0,0,1,3,0,4
59601164161,201712,270.72,1,0,3,7,2,10
59601818956,201712,233.96,0,0,1,3,0,6
60400744566,201712,170.31,1,0,1,5,1,8
61200811773,201712,212.46,1,0,1,7,0,11
62000174932,201712,745.48,1,0,1,5,2,20
62000664330,201712,324.95,1,0,1,2,1,4
62000970284,201712,114.69,1,0,1,7,1,14
62800400987,201712,643.97,1,0,2,11,0,28
64400142111,201712,285.99,1,0,1,3,0,5
64400627911,201712,70.49,1,0,1,5,1,8
64400762775,201712,139.97,0,0,1,3,0,6
64400830151,201712,550.99,1,0,1,4,0,17
55600018227,201801,192,0,0,1,3,0,6
55600021052,201801,160.88,0,0,1,5,0,7
55600021232,201801,137,1,1,1,4,0,8
55600033167,201801,814.66,1,0,1,2,1,11
55600039187,201801,607.42,1,0,1,3,2,16
55600049212,201801,608.72,1,0,1,7,2,22
55600050346,201801,661.36,1,0,1,5,1,21
55600061261,201801,450.71,1,0,1,6,1,18
55600061780,201801,99.96,1,0,1,4,0,9
55600073501,201801,120,1,0,1,2,0,5
55600078045,201801,268.93,1,0,1,3,0,9
55600079035,201801,58,0,0,1,2,0,4
55600093053,201801,400.4,1,0,1,7,0,27
55600102456,201801,172.99,0,0,1,4,0,5
55600111322,201801,40.99,0,0,1,2,0,2
55600113573,201801,62.25,1,0,1,1,0,4
55600134792,201801,102.23,1,0,1,10,2,25
55600136390,201801,133,1,0,1,4,0,12
55600139087,201801,172.82,1,0,1,2,0,6
55600142182,201801,39.99,1,1,1,7,1,17
55600142542,201801,577.94,0,0,6,6,0,21
55600151070,201801,333.48,1,0,1,2,1,5
55600157764,201801,547.12,1,0,1,1,0,3
55600159283,201801,49.99,1,0,1,6,2,12
55600160081,201801,411.38,1,0,1,4,1,20
55600162825,201801,259.96,1,0,1,5,0,10
55600178701,201801,356.43,0,0,1,15,0,30
55600196475,201801,116.99,0,0,1,1,0,2
55600202785,201801,76.98,0,0,1,3,1,3
55600210603,201801,145.99,1,0,1,3,1,5
