cid,last_month_buy,amount,payment_type,channel,buy,class,coupons,items
55618710014,201711,502,0,0,1,3,0,4
55618711307,201709,98.99,0,0,4,4,0,5
55618711411,201701,301.91,1,0,17,0,0,1
55618714731,201706,206,0,0,2,3,0,3
55618715101,201708,108.47,1,1,5,6,0,14
55618716777,201711,98,0,0,1,2,0,2
55618721773,201704,77.64,0,0,2,2,0,4
55618722017,201703,49,1,0,4,0,0,2
55618727137,201710,102.97,1,0,7,6,0,9
55618730243,201709,1953.88,1,0,16,5,2,19
55618732144,201707,454.72,1,0,7,13,1,19
55618739367,201705,99.99,0,0,1,1,0,1
55618739525,201702,791.05,1,0,17,5,1,17
55618741461,201706,122.73,0,0,1,4,0,5
55618742192,201706,137.99,0,0,1,5,0,5
55618746152,201709,159.98,0,0,2,5,1,7
55618747005,201711,1049.39,1,0,22,0,0,1
55618749537,201707,132.99,1,0,3,3,0,9
55618749573,201701,1078.72,1,1,27,2,0,16
55618753701,201702,498.3,1,0,4,2,0,4
55618756953,201711,49.99,0,0,1,2,0,3
55618766875,201703,108.9,1,0,1,2,0,2
55618767922,201707,98,0,0,1,1,0,1
55618771147,201709,211,0,0,3,4,0,4
55618771204,201704,160.49,0,0,2,2,0,2
55618773321,201710,64.49,0,0,4,2,0,3
55618781140,201702,580.26,1,0,10,5,1,13
55618783276,201701,343.29,1,0,12,7,2,21
55618786754,201703,38.48,0,0,5,3,0,5
55618790670,201707,157.49,0,0,1,3,0,4
55618791242,201707,183,0,0,1,4,0,4
55618792784,201708,88,0,0,1,1,0,1
55618794065,201711,17.49,0,0,1,1,0,1
55618794100,201708,571.88,1,0,11,1,0,5
55618795642,201704,179.96,0,0,3,4,0,9
55618797172,201708,35,0,0,1,1,0,2
55618798847,201702,35.48,0,0,2,1,0,4
55618799794,201704,146.5,0,0,1,3,0,3
55618808681,201711,53.99,0,0,2,1,0,1
55618811773,201703,66.97,0,0,3,0,0,2
55618815553,201703,595.93,1,1,12,4,1,13
55618818040,201709,196,0,0,1,2,0,2
55618818985,201703,190.98,0,0,3,3,0,8
55618824113,201706,89.97,0,0,1,3,0,3
55618824575,201708,34.99,0,0,2,1,0,5
55618827051,201711,86.49,0,0,1,3,0,4
55618828784,201711,304.86,0,0,6,2,0,11
55618830583,201709,845.94,0,0,19,10,2,45
55618830662,201701,228.97,0,0,1,1,0,3
55618833225,201702,488.85,0,0,12,13,0,31
55618834024,201708,336.42,0,0,3,7,0,14
55618839706,201707,85.48,1,0,4,4,0,6
55618842946,201705,340.95,1,0,7,3,0,5
55618843406,201703,518.49,1,0,12,1,0,3
55618844173,201709,78.99,0,0,4,5,0,9
55618845985,201711,22.98,1,0,4,6,0,10
55618847615,201702,34.98,0,0,9,2,0,5
55618849527,201707,262.44,0,0,1,4,0,8
55618852172,201709,419.45,0,0,6,8,0,11
55618854376,201706,239.71,0,0,2,4,0,7
55618863480,201708,505.86,1,0,3,3,0,4
55618864005,201708,113.9,1,0,6,1,0,3
55618866245,201707,329.71,0,0,2,8,0,10
55618866911,201701,186.96,1,0,3,0,0,1
55618866944,201709,130,0,0,1,1,0,2
55618868362,201707,102.98,0,0,1,3,0,3
55618870846,201703,1145.84,1,0,20,0,0,0
55618872512,201701,835.18,1,1,23,1,0,8
55618876314,201706,79,0,0,1,1,0,3
55618891344,201709,226.99,0,0,1,6,0,6
55618892730,201711,55.5,0,0,2,0,0,0
55618897126,201701,247.63,1,0,31,5,1,24
55618897872,201709,756.17,1,0,4,8,0,12
55618898837,201703,24.99,0,0,1,3,0,5
55618901964,201704,498.48,1,0,14,1,0,3
55618904033,201709,87,0,0,1,2,0,2
55618906316,201701,29,0,0,1,1,0,2
55618910197,201703,1185.01,1,0,14,2,0,10
55618911323,201710,77.68,0,0,2,3,0,3
55618917163,201702,103,0,0,1,0,0,2
55618929144,201701,297.98,0,0,1,3,0,5
55618930584,201711,158,0,0,1,2,0,2
55618934544,201705,173.24,0,0,1,5,0,6
55618936254,201708,93.98,0,0,1,2,0,2
55618937785,201709,303,0,0,2,5,0,5
55618940596,201711,39.99,0,0,2,0,0,0
55618941070,201705,18,0,0,3,1,0,2
55618942002,201703,74,0,0,3,4,0,4
55618944963,201711,183.23,0,0,15,8,3,35
55618949971,201707,514.23,1,0,4,7,0,9
55618951846,201705,230.09,1,0,3,0,0,0
55618954726,201705,99.99,0,0,1,1,0,1
55618962004,201704,314.52,1,1,9,3,0,8
55618965584,201706,81.72,0,0,1,1,0,1
55618967102,201705,517.39,1,1,20,5,0,53
55618970285,201706,121.97,0,0,2,3,0,5
55618974256,201707,233.75,0,0,3,3,0,7
55618979480,201710,304.86,0,0,6,0,0,1
55618983302,201704,74.48,1,0,4,2,1,4
55618986183,201703,532.11,1,0,12,2,0,8
55618988534,201708,12.99,0,0,1,0,0,2
55618990593,201705,317.99,0,0,2,2,0,3
55618991471,201709,143.97,1,0,7,0,0,4
55618992584,201708,609.88,1,0,15,3,0,8
55618994427,201703,232.97,0,0,4,0,0,0
55618999695,201704,1196.12,1,0,21,3,2,17
55619002075,201711,1509.77,1,0,14,8,2,38
55619002741,201705,245,1,0,7,2,0,7
55619006453,201708,308.43,1,0,5,2,0,5
55619014892,201708,19,1,0,4,1,0,6
55619015352,201710,78.25,0,0,2,1,0,1
55619016771,201707,158.98,0,0,2,4,0,7
55619025331,201707,94,0,0,3,3,0,4
55619032193,201701,20.9,0,0,1,3,0,3
55619034836,201709,492.96,1,0,5,6,0,14
55619036964,201710,108.99,0,0,2,1,0,2
55619039383,201703,1039.63,1,0,26,2,0,8
55619042824,201706,53,0,0,3,4,0,5
55619046547,201704,195,0,0,10,1,0,2
55619051057,201710,259.48,1,0,9,0,0,2
55619059147,201708,192,0,0,1,3,0,3
55619068150,201705,409.98,1,0,6,5,0,15
55619080130,201708,421.98,0,0,1,6,0,13
55619082651,201708,58.99,0,0,1,1,0,1
55619087115,201707,299.49,1,0,4,4,0,6
55619105745,201708,374.46,0,0,2,8,0,13
55619106566,201704,286.92,1,0,4,9,1,10
55619107387,201703,137.98,1,0,3,2,0,6
55619114756,201707,142.97,1,0,4,5,0,9
55619116750,201710,770.22,1,0,15,2,0,8
55619117795,201711,100.35,1,0,1,3,0,8
55619120043,201707,124.16,1,0,1,4,1,5
55619123882,201707,512.08,1,0,3,2,0,4
55619126650,201707,368.62,1,0,18,8,2,28
55619129213,201710,380.45,1,0,8,5,0,10
55619131654,201706,179.5,0,1,1,1,0,2
55619135074,201710,1501.25,1,0,11,13,4,62
55619139124,201711,91.98,1,0,3,5,0,10
55619142241,201704,9.99,0,0,1,1,0,1
55619142995,201704,49,0,0,1,1,0,1
55619149947,201707,122,0,0,1,3,0,3
55619151500,201708,225,0,0,1,5,0,5
55619155403,201705,282.73,1,0,6,1,0,4
55619157924,201707,520.4,1,0,2,6,0,17
55619161037,201703,5150.16,0,0,21,7,2,58
55619168014,201705,929.5,1,1,15,7,2,23
55619173551,201708,282.41,0,0,3,6,0,12
55619181820,201701,65.75,1,0,1,5,0,9
55619184654,201704,98,0,0,2,0,0,0
55619187253,201704,696.71,1,0,11,5,0,23
55619192912,201704,88.2,0,0,1,1,0,1
55619199087,201709,635.16,1,0,10,7,2,23
55619204666,201705,153.99,0,0,1,2,0,3
55619206354,201704,296,0,0,2,4,0,6
55619209032,201703,208,0,0,3,1,0,2
55619209966,201707,101.25,0,0,2,3,0,6
55619212654,201702,36,0,0,1,0,0,1
55619214511,201704,237.92,1,1,11,2,0,4
55619219181,201705,68,0,0,1,1,0,2
55619221621,201701,26,0,0,1,3,0,4
55619222327,201709,88,0,0,1,1,0,1
55619227900,201711,629.1,1,1,8,1,0,5
55619234737,201707,227.74,0,0,3,1,0,7
55619237080,201706,133.51,1,0,2,2,0,3
55619237880,201704,380.95,0,0,3,2,0,5
55619238834,201704,25.5,0,0,3,2,0,3
55619239093,201709,615.01,1,0,1,6,0,10
55619242693,201709,215,0,0,2,5,1,7
55619243456,201707,573.95,1,1,8,5,1,23
55619245977,201710,31.61,1,0,10,4,0,11
55619248882,201704,122.4,1,0,1,2,0,2
55619249511,201711,203.6,0,0,1,2,0,4
55619257363,201710,208.72,1,1,10,2,0,6
55619257565,201708,768,1,0,2,8,0,14
55619263267,201706,1026.7,1,0,12,5,2,21
55619263807,201710,127.46,1,0,5,3,0,5
55619264880,201711,547.17,1,0,4,11,0,17
55619268660,201708,160.92,0,0,5,5,0,12
55619269557,201705,63.99,0,0,2,3,0,4
55619277761,201709,122.97,0,0,1,3,0,4
55619284903,201709,172.95,0,0,2,3,0,5
55619293237,201707,367.25,0,0,7,6,0,12
55619296186,201705,77.99,0,0,1,1,0,2
55619296816,201703,123.6,0,0,1,3,0,4
55619300630,201702,352.21,1,0,9,3,0,7
55619301101,201706,592,0,0,3,5,0,6
55619305040,201706,185.43,0,0,1,1,0,3
55619305332,201703,107.45,0,0,3,3,0,5
55619305895,201703,128,0,0,1,3,0,4
55619307594,201707,110.97,0,0,1,3,0,3
55619312882,201707,51.74,0,0,7,7,0,20
55619317977,201708,86.24,0,0,2,2,0,3
55619319485,201701,187,1,0,2,0,0,0
55619322623,201704,87,0,0,5,1,0,8
55619325550,201702,42,0,0,2,1,0,1
55619327257,201706,131.49,0,0,1,2,0,4
55619327945,201701,358,1,0,1,5,0,10
55619332127,201711,337.93,1,0,10,3,1,16
55619333290,201707,146.96,0,0,2,2,0,4
55619334312,201708,138,1,0,1,4,0,6
55619335212,201710,325.06,1,0,9,3,0,6
55619338103,201709,71,0,0,1,3,0,4
55619345033,201708,669.98,0,0,3,5,0,12
55619347204,201704,204,0,0,7,5,0,12
55619352594,201706,125.96,0,0,1,2,0,5
55619353742,201705,415.48,0,0,5,5,0,14
55619355294,201704,682.41,1,0,10,5,0,19
55619356497,201702,49,0,0,1,0,0,2
55619358693,201711,93.92,1,0,2,2,0,4
55619362021,201710,302,0,0,4,4,0,10
55619364690,201705,223.74,0,0,2,5,0,10
55619370121,201708,136,0,0,1,3,0,3
55619377885,201701,500.8,1,0,8,9,0,20
55619378392,201707,175,1,0,1,3,0,3
55619379234,201705,1086.41,1,0,4,17,0,40
55619392893,201706,1880.15,0,0,14,5,1,23
55619395027,201706,78,0,0,1,1,0,2
55619395795,201706,53.97,0,0,2,2,0,3
55619397461,201709,71.47,0,0,2,2,0,4
55619400866,201702,212.71,1,0,4,4,0,14
55619402756,201701,107,0,0,1,0,0,0
55619414005,201707,99.49,0,0,1,3,0,3
55619434483,201705,19.98,0,0,1,1,0,2
55619447151,201705,566.96,1,1,4,5,0,12
55619450986,201704,139.5,0,0,1,1,0,2
55619453800,201711,191.45,0,0,2,2,0,3
55619458186,201711,700.51,1,1,21,9,2,46
55619468471,201705,263.96,0,0,2,6,0,10
55619468572,201704,100.99,0,0,1,4,0,4
55619470630,201706,83.99,0,0,1,5,0,6
55619470731,201703,721.96,1,1,13,8,2,37
55619471213,201704,1205.53,1,0,22,2,1,12
55619472780,201709,132,0,0,2,3,0,3
55619475602,201705,121.49,0,0,1,1,0,3
55619475895,201709,413,0,0,2,5,0,12
55619477280,201709,1122.93,0,0,9,4,0,17
55619480383,201704,58,0,0,2,0,0,1
55619482396,201706,230,0,0,2,3,0,5
55619488710,201711,200.98,0,0,2,2,0,4
55619490056,201709,135,0,0,1,2,0,4
55619490113,201706,97.49,1,0,1,2,0,4
55619491543,201708,26,0,0,1,1,0,2
55619493084,201706,572.33,1,0,3,4,0,6
55619495244,201701,186.95,0,0,4,2,0,4
55619498135,201706,109.97,0,0,1,2,0,5
55619499226,201704,127,0,0,1,2,0,2
55619501396,201710,251,0,0,3,1,0,2
55619502746,201707,275.19,0,0,7,1,0,4
55619502962,201702,309.22,0,0,11,2,1,8
55619504030,201705,44.97,0,0,1,0,0,1
55619505017,201708,79.97,0,0,5,4,0,8
55619505334,201709,106.45,0,0,7,0,0,0
55619507282,201703,152.48,1,0,7,7,2,16
55619508081,201708,69.98,0,0,1,2,0,2
55619508531,201706,141.5,1,0,4,3,0,5
55619511274,201701,13.99,0,0,3,2,0,6
55619513287,201709,88.22,0,0,2,2,0,4
55619513917,201711,77.99,0,0,1,3,0,4
55619518871,201705,623.14,1,0,11,4,1,12
55619523244,201708,648.27,1,0,4,3,0,8
55619524414,201708,62.98,0,0,2,0,0,0
55619526755,201706,76.5,0,0,1,1,0,2
55619528397,201710,108.97,0,0,3,3,0,8
55619533753,201711,796.22,1,0,6,4,0,13
55619533977,201706,137,0,0,1,5,0,6
55619534530,201701,138,1,0,5,4,1,7
55619544586,201706,279,0,0,2,1,0,1
55619545871,201704,114,0,0,1,3,0,3
55619546230,201704,247.95,1,0,6,7,0,15
55619547217,201704,166.5,1,0,1,4,0,5
55619550583,201708,100,0,0,1,1,0,1
55619551865,201706,600.19,1,0,9,7,0,21
55619553070,201708,266.3,0,0,3,4,0,4
55619554925,201708,279.44,1,0,3,2,0,6
55619555317,201707,876.33,1,0,8,3,0,7
55619559807,201709,586.61,1,0,14,8,4,24
55619560504,201709,328.98,0,0,1,5,0,7
55619560526,201705,86,0,0,1,2,0,2
55619565794,201708,331.95,1,0,4,2,0,13
55619570697,201711,174.46,1,0,9,8,1,19
55619575290,201709,293.97,0,0,1,3,0,5
55619578293,201706,192,0,0,1,3,0,4
55619578336,201707,99.94,0,0,1,3,0,4
55619578415,201706,266.98,0,0,3,2,0,2
55619583466,201709,41.97,0,0,2,2,0,2
55619583747,201707,70.99,0,0,2,4,0,6
55619588430,201708,103.98,0,0,2,2,0,5
55619588531,201709,1147.8,1,1,27,4,1,21
55619591003,201711,334.59,1,0,4,6,1,13
55619591353,201704,329,1,0,2,4,0,6
55619593311,201708,38.74,0,0,3,5,0,9
55619602567,201705,109.96,0,0,1,3,0,4
55619611444,201711,20,0,0,2,0,0,1
55619613561,201707,89.96,1,0,4,1,0,2
55619614133,201706,149.95,0,0,2,4,0,4
55619619433,201711,134.47,1,0,3,3,1,7
55619619783,201706,504.72,0,0,4,5,0,13
55619624336,201706,104,0,0,2,2,0,3
55619625902,201705,106.98,0,0,2,2,0,4
55619627645,201709,144.98,0,0,1,2,0,2
55619629380,201701,197.98,1,0,2,4,0,6
55619635374,201707,362.97,0,0,3,3,0,4
55619637703,201709,126.94,0,0,2,6,0,12
55619645296,201707,83.49,0,0,2,2,0,3
55619646242,201711,934.45,0,0,19,7,1,28
55619648006,201706,1499.96,1,0,20,6,2,40
55619651451,201711,762.14,0,0,5,5,0,10
55619657853,201705,493.99,1,0,3,6,0,7
55619660350,201704,373.48,0,0,1,6,0,13
55619660617,201711,19.99,0,0,1,0,0,0
55619662237,201711,204.24,0,0,2,5,0,6
55619663962,201710,34,0,0,1,1,0,2
55619664264,201704,246.44,1,1,4,2,0,8
55619665546,201703,456.39,1,1,9,1,0,2
55619670225,201708,653.57,1,1,8,4,2,11
55619672410,201709,132,0,0,1,2,0,5
55619673747,201705,1228.46,1,0,15,8,3,30
55619677080,201708,141.74,0,0,2,6,0,6
55619683986,201706,306.67,1,0,9,0,0,1
55619684255,201701,555.42,1,0,14,4,1,16
55619689487,201709,127.99,0,0,1,3,0,3
55619690126,201702,207,0,0,1,1,0,1
55619690937,201708,134,0,0,1,2,0,3
55619695181,201703,26.49,0,0,1,3,0,4
55619697060,201710,275.97,1,0,4,0,0,0
55619697802,201705,825.37,1,0,6,8,0,13
55619699581,201710,1585.86,1,1,14,3,1,14
55619700151,201706,707.33,0,0,3,12,0,25
55619701130,201706,121.72,1,0,1,2,0,4
55619707781,201707,81.48,0,0,1,4,0,5
55619710185,201706,176.99,0,0,1,3,0,3
55619710873,201702,413.54,1,1,16,10,0,33
55619711164,201708,287.21,1,0,5,9,1,13
55619711401,201705,83,0,0,1,2,0,3
55619711647,201708,700.35,1,0,12,9,1,23
55619712990,201711,796.81,1,0,9,10,1,21
55619713843,201702,127,0,0,1,0,0,1
55619715474,201707,222.98,1,0,4,3,0,4
55619715542,201703,474,1,0,7,4,0,14
55619715711,201706,232.44,0,0,1,6,0,10
55619720672,201709,163.49,0,0,3,6,0,12
55619722357,201709,566.14,1,0,5,1,0,4
55619724405,201705,290.87,1,1,46,6,0,24
55619743677,201708,494.45,0,0,5,3,1,15
55619745480,201701,96.47,1,0,6,8,0,14
55619746896,201709,375.3,1,0,2,4,0,10
55619752453,201705,82.55,0,0,2,5,0,9
55619763174,201711,271.98,0,0,5,5,0,14
55619764942,201705,70.49,0,0,3,2,0,4
55619769882,201707,115.49,0,0,1,3,0,4
55619770835,201706,143.25,0,0,1,4,0,4
55619771151,201711,1450.55,1,0,2,3,0,8
55619772815,201711,1365.94,0,0,4,14,1,35
55619772862,201708,93.48,0,0,2,1,0,5
55619774446,201707,486.39,1,0,4,3,0,9
55619774716,201707,487.78,0,0,16,6,0,20
55619782715,201704,194,1,0,1,3,0,3
55619783763,201704,370.5,0,0,1,4,0,7
55619783943,201708,205.93,0,0,2,5,0,10
55619789026,201709,119.95,0,0,3,4,0,6
55619790286,201703,12.5,0,0,3,5,0,7
55619793595,201708,215.98,0,0,8,2,0,3
55619798343,201704,448.22,1,0,6,4,1,11
55619799311,201704,329.98,0,0,12,4,0,11
55619806756,201707,83,0,0,3,1,0,4
55619813134,201707,498,0,0,11,6,0,16
55619813574,201706,107,0,0,2,2,0,3
55619815071,201706,88.98,0,0,1,2,0,4
55619816047,201707,243.99,1,0,2,4,0,9
55619819514,201708,1116.46,1,0,16,4,0,19
55619821797,201705,180.5,1,0,3,8,0,9
55619835307,201709,113,0,0,1,2,0,2
55619836603,201704,214.44,0,0,4,10,0,15
55619843577,201703,30,0,0,1,1,0,2
55619848891,201706,74.97,0,0,1,2,0,3
55619849621,201702,185.45,0,0,8,4,0,8
55619852151,201709,25,0,0,1,1,0,2
55619852656,201703,654.58,0,0,9,4,0,10
55619855392,201703,74.24,0,0,1,2,0,2
55619860240,201705,184.24,0,0,1,4,0,6
55619865890,201704,59.99,0,0,1,1,0,1
55619866642,201703,41.98,1,0,3,2,0,6
55619867665,201704,228.95,0,0,3,2,0,4
55619868554,201702,695.22,1,0,10,6,0,9
55619883706,201707,97.96,0,0,1,4,0,5
55619892292,201709,431.99,0,0,1,5,0,9
55619893754,201707,101.98,0,0,2,1,0,4
55619898636,201704,133.48,1,0,4,2,0,3
55619907163,201705,336.92,1,0,3,3,0,5
55619907884,201707,202,0,0,2,3,0,4
55619913687,201705,84.97,0,0,1,2,0,3
55619915940,201711,29.7,1,0,6,5,0,7
55619922690,201710,429.45,1,0,9,6,0,9
55619924050,201704,508.12,1,0,16,9,1,21
55619928573,201708,244.97,0,0,1,6,0,6
55619933713,201706,77.47,0,0,1,3,0,3
55619938415,201708,29.98,1,0,2,6,0,9
55619941723,201705,456.39,1,0,3,6,0,14
55619941882,201711,123.46,1,0,5,0,0,1
55619942681,201709,10,0,0,2,1,0,2
55619945730,201705,793.65,1,1,19,14,3,31
55619946100,201705,182.93,0,0,2,4,0,8
55619957294,201709,894.77,1,0,10,1,0,3
55619960263,201707,369.93,1,1,31,4,1,11
55619963785,201707,68,0,0,1,1,0,2
55619964133,201711,178.99,0,0,1,0,0,1
55619966474,201711,147,0,0,2,4,0,8
55619967125,201706,69.98,0,0,2,2,0,2
55619972695,201706,32.4,1,1,7,1,0,3
55619976431,201703,14.25,0,0,3,2,0,4
55619983800,201711,461.25,0,0,2,3,0,5
55619986702,201702,1237.25,1,0,27,3,0,16
55619989020,201711,213.48,0,0,4,0,0,0
55619991021,201705,68,0,0,1,0,0,1
55619994871,201709,69.98,0,0,1,1,0,2
55619995274,201706,125.99,0,0,2,3,0,6
55619997683,201709,94.98,0,0,1,2,0,3
55619998684,201709,225.99,0,0,2,4,0,5
55619999483,201702,1079.34,1,0,50,11,3,60
55620004224,201704,1259.82,1,0,13,3,1,18
55620005113,201709,415.46,0,0,10,7,0,17
55620008152,201707,58.99,0,0,5,2,0,4
55620012807,201708,59.99,0,0,2,4,0,4
55620017073,201706,447.3,1,0,6,4,1,15
55620020954,201710,495,1,0,6,6,0,12
55620021281,201705,797.95,1,0,6,12,0,31
55620032373,201711,251.83,0,0,8,6,0,15
55620032531,201711,133,0,0,2,2,0,2
55620033237,201707,488.96,1,0,3,7,0,8
55620038933,201711,69,1,0,1,0,0,1
55620044310,201701,181.21,0,0,3,9,0,15
55620044570,201710,259.97,0,0,3,9,0,15
55620050463,201710,398.75,0,0,2,5,0,10
55620058395,201703,237.34,1,0,5,3,0,6
55620061126,201707,215.74,0,0,3,0,0,0
55620063131,201708,91.97,0,0,2,4,0,5
55620066202,201708,650.87,1,0,10,4,0,10
55620068521,201708,131,0,0,1,2,0,3
55620076690,201703,305.87,0,0,6,9,0,17
55620080026,201704,191,0,0,1,3,0,3
55620081456,201705,147.98,0,0,1,3,0,6
55620086262,201709,201.47,0,0,2,4,0,8
55620104283,201705,108,0,0,1,2,0,2
55620105532,201711,406,1,0,4,4,0,7
55620115522,201707,634.12,1,0,2,8,0,18
55620116750,201707,139.5,0,0,1,1,0,1
55620117131,201705,79,0,0,1,1,0,1
55620119245,201703,229.92,1,0,1,0,0,2
55620132633,201707,148,0,0,1,2,0,2
55620133094,201705,387.98,0,0,3,10,0,14
55620145392,201708,140.5,0,0,1,3,0,5
55620156372,201706,109.1,1,0,2,3,0,6
55620172312,201708,58.97,0,0,2,6,0,9
55620175247,201710,39.98,0,0,6,3,0,6
55620175542,201708,107,0,0,2,2,0,2
55620179896,201708,97.98,0,0,4,6,0,8
55620180740,201708,148.97,0,0,3,4,0,7
55620184124,201708,121.75,0,0,4,1,0,3
55620189097,201711,310.47,0,0,5,2,0,3
55620194262,201711,929,0,0,7,4,0,7
55620197377,201707,34.98,1,0,3,1,0,3
55620197614,201707,217.43,0,0,2,3,0,9
55620198334,201705,493.81,1,0,20,4,1,17
55620199720,201702,1100.16,1,0,7,5,1,15
55620199900,201709,487.96,0,0,8,2,0,2
55620200457,201706,78,0,0,1,2,0,2
55620206996,201709,974.59,1,1,23,0,0,0
55620208200,201706,155.99,0,0,1,3,0,5
55620209843,201704,14.99,1,0,2,2,0,3
55620211981,201711,148,1,0,1,2,0,3
55620212597,201711,336.2,1,0,8,5,0,10
55620213046,201703,97,0,0,1,2,0,2
55620213417,201707,125.98,0,0,1,1,0,1
55620216344,201707,193.45,0,0,10,0,0,1
55620219765,201710,284.96,1,0,2,1,0,2
55620220440,201708,95.46,0,0,2,2,0,4
55620225377,201707,73.46,0,0,3,2,0,3
55620227526,201701,459.96,1,0,10,2,0,8
55620228790,201707,369.9,0,0,6,7,0,12
55620228912,201702,84.97,0,0,2,0,0,2
55620232241,201705,934.85,1,0,13,3,0,11
55620232746,201703,1088.71,0,0,13,1,0,4
55620236010,201706,83.97,0,0,1,3,0,3
55620240136,201705,386.07,1,0,9,5,0,16
55620243074,201707,440.42,1,0,9,3,0,12
55620244561,201708,159,0,0,3,1,0,2
55620245100,201709,470.45,0,0,8,10,0,16
55620245155,201709,68,0,0,2,2,0,2
55620247315,201706,107.5,0,0,3,3,0,4
55620249375,201711,1266.06,1,0,38,10,3,55
55620249850,201711,798.48,0,0,4,9,0,25
55620249861,201706,136.94,1,0,12,1,0,3
55620251376,201704,67.49,0,0,4,2,0,3
55620254043,201709,84.12,0,1,4,3,0,7
55620264574,201707,105.99,0,0,1,0,0,0
55620269377,201705,12.99,0,0,3,3,0,5
55620269773,201704,118.98,0,0,1,2,0,3
55620272685,201706,625.97,0,0,5,5,1,11
55620284251,201705,152,0,0,1,3,0,3
55620286275,201704,119.98,0,0,1,2,0,2
55620288176,201704,949.47,0,0,7,1,0,5
55620293453,201704,311,0,0,2,5,0,6
55620295974,201704,98,0,0,1,2,0,3
55620304544,201704,72.5,0,0,1,2,0,6
55620306377,201706,228.98,0,0,6,3,0,5
55620311823,201709,418.7,1,0,3,1,0,2
55620321204,201711,44,0,0,1,1,0,1
55620322623,201709,87.98,0,0,5,3,0,7
55620326843,201711,118.98,0,0,2,2,0,2
55620327484,201703,310.98,0,0,16,4,0,16
55620327530,201703,326.74,0,0,5,1,0,3
55620328924,201708,458.48,1,0,6,2,0,5
55620330103,201704,270,0,0,3,2,0,2
55620334831,201707,376.46,0,0,1,5,0,7
55620335753,201705,197,1,0,2,3,0,3
55620335810,201709,14,0,0,2,3,0,5
55620340331,201709,169.48,0,0,2,6,0,13
55620341275,201705,19.99,0,0,1,0,0,0
55620345473,201702,108.47,1,0,2,0,0,0
55620347857,201709,414.68,1,0,4,2,0,6
55620349916,201703,576.23,1,0,7,3,0,6
55620352356,201711,360.25,0,0,4,6,0,9
55620352705,201702,445.93,0,0,5,8,0,12
55620354585,201711,367,0,0,4,5,0,7
55620368254,201704,473,0,0,3,6,0,7
55620376794,201711,285,0,0,2,2,0,2
55620378244,201704,79,0,0,1,1,0,1
55620378493,201710,1028.71,1,1,19,2,2,14
55620381844,201701,43.5,0,0,1,3,0,5
55620384612,201703,218.92,0,0,9,3,0,9
55620386412,201702,372.41,1,1,4,2,0,4
55620388944,201709,142.5,0,0,2,2,0,4
55620390303,201706,117.98,0,0,1,2,0,3
55620391575,201709,201.99,0,0,1,3,0,3
55620392057,201705,509.19,0,1,3,8,0,15
55620392644,201706,34,0,0,1,1,0,1
55620393407,201708,86.48,0,0,3,4,0,5
55620398697,201707,438.65,1,0,23,7,0,27
55620404253,201706,1174.92,0,0,8,8,0,20
55620408361,201711,905,1,0,4,4,0,8
55620409157,201702,1562.01,1,0,15,6,1,27
55620411947,201702,303.99,0,0,3,1,0,2
55620414582,201705,1159.59,0,0,15,1,0,4
55620420507,201704,329.97,0,0,1,1,0,4
55620431534,201708,315.43,0,0,7,2,0,4
55620433561,201708,212.19,0,0,3,2,0,4
55620437655,201707,29.99,0,0,1,1,0,2
55620437734,201707,297.07,0,0,8,6,0,10
55620437857,201702,68,0,0,3,4,0,4
55620444112,201702,88,0,0,1,1,0,2
55620448444,201707,51.5,0,0,3,5,0,11
55620448682,201707,960.39,1,0,17,14,4,55
55620449423,201703,1228.02,1,1,13,3,0,9
55620449795,201704,176.5,0,0,2,2,0,2
55620450131,201707,702.53,1,0,4,3,0,11
55620459211,201702,252.89,1,1,3,1,0,2
55620464057,201709,843.85,1,0,14,3,1,11
55620466736,201710,80.96,1,0,1,2,0,2
55620478674,201708,81.98,0,0,2,3,0,4
55620478944,201711,144.95,0,0,2,0,0,1
55620525451,201709,15,0,0,3,0,0,1
55620530400,201707,661,0,0,3,2,0,8
55620530570,201706,122.99,0,0,1,2,0,3
55620531603,201707,78.98,0,0,1,2,0,3
55620532200,201704,20.99,0,0,1,1,0,2
55620532457,201707,178.97,1,0,10,2,0,8
55620543495,201708,255.43,0,0,4,7,0,9
55620549280,201707,13.99,0,0,1,1,0,1
55620553373,201711,976.96,1,0,11,4,1,10
55620560674,201704,209.7,1,0,4,3,0,5
55620563590,201704,175.01,1,0,5,1,0,3
55620564331,201708,104.96,0,0,3,4,0,5
55620566197,201703,425.36,0,1,22,3,0,10
55620566445,201707,143,0,0,2,1,0,3
55620566513,201706,276.37,0,0,2,5,0,7
55620575197,201711,303.96,1,0,7,4,1,13
55620577854,201710,119.99,0,0,1,1,0,1
55620579924,201711,627.5,0,0,1,2,0,4
55620581251,201710,769.41,1,0,9,5,1,17
55620586843,201705,194.4,1,0,1,3,0,4
55620588203,201708,268.94,0,0,1,3,0,4
55620589565,201708,191.68,1,0,3,5,0,6
55620593232,201707,307.99,0,0,4,5,0,6
55620595562,201708,33,0,0,2,2,0,3
55620601072,201702,111.95,0,0,1,4,0,7
55620603142,201701,699.27,1,0,28,2,0,6
55620607045,201705,129,0,0,1,2,0,2
55620610940,201708,164.24,0,0,1,5,0,8
55620616654,201706,137.98,1,0,2,4,0,5
55620620196,201704,23.97,1,0,1,1,0,2
55620621502,201701,34.99,0,0,1,0,0,0
