cid,flag_included,flag_buy
55611162207,1,0
55611163367,1,0
55611168173,1,0
55611172143,1,0
55611172987,1,0
55611177490,1,0
55611180492,1,0
55611189806,0,0
55611193294,1,0
55611205047,1,0
55611205926,0,0
55611206840,0,0
55611208785,1,0
55611212755,1,0
55611213893,1,0
55611215084,1,0
55611216816,1,0
55611253817,1,0
55611253842,1,0
55611266352,1,0
55611267104,1,0
55611270704,1,0
55611271367,1,0
55611271987,0,0
55611273415,0,0
55611273891,0,0
55611278445,0,0
55611278571,1,1
55611281212,1,0
55611286635,0,0
55611290212,1,0
55611291901,0,0
55611295040,0,0
55611296063,1,0
55611297154,1,1
55611297402,1,0
55611297752,0,0
55611298007,1,1
55611298133,0,0
55611308234,1,0
55611312442,1,1
55611312723,1,0
55611313094,1,0
55611313184,0,0
55611313847,1,1
55611316075,1,0
55611318585,0,0
55611321136,0,0
55611323592,1,0
55611323660,1,0
55611325244,1,1
55611329215,1,0
55611329666,1,0
55611330251,0,0
55611330341,1,0
55611330590,0,0
55611332477,1,0
55611335357,0,0
55611335414,1,1
55611336956,1,0
55611338305,1,0
55611338770,1,0
55611341400,0,0
55611342852,1,0
55611342931,1,0
55611343053,1,0
55611347057,0,0
55611347060,1,0
55611347071,1,0
55611347532,1,0
55611348940,1,0
55611349815,0,0
55611352536,1,0
55611353483,0,0
55611353616,1,0
55611355575,1,0
55611357500,1,0
55611357962,1,0
55611359816,1,1
55611365576,0,0
55611366151,1,0
55611366612,0,0
55611368751,1,1
55611369525,1,0
55611370222,0,0
55611373405,1,0
55611373690,0,0
55611376376,1,0
55611377085,1,0
55611377896,0,0
55611391092,1,0
55611391924,1,0
55611393342,0,0
55611396031,1,0
55611397717,1,0
55611399506,1,0
55611401957,0,0
55611402363,0,0
55611403623,0,0
55611403713,1,0
55611405175,0,0
55611406110,1,0
55611406550,1,0
55611407843,1,1
55611411396,1,0
55611413840,1,0
55611414434,1,0
55611415132,1,0
55611415471,1,1
55611415705,0,0
55611417293,1,0
55611422851,1,0
55611423625,0,0
55611423795,1,0
55611425122,1,0
55611426033,0,0
55611427711,0,0
55611432481,1,0
55611432997,0,0
55611434371,0,0
55611435811,1,0
55611437792,0,0
55611438241,0,0
55611445250,1,0
55611446226,1,0
55611451435,0,0
55611451493,1,0
55611461201,1,0
55611463236,1,0
55611467636,1,0
55611469821,0,0
55611472225,1,0
55611486006,1,0
55611487403,1,0
55611489272,1,0
55611493501,1,0
55611498971,1,1
55611502656,1,0
55611504841,1,0
55611505651,1,0
55611507246,0,0
55611509060,1,0
55611510396,1,0
55611513120,0,0
55611519364,1,0
55611521491,0,0
55611522221,0,0
55611527994,1,0
55611529837,0,0
55611530671,1,0
55611531593,1,1
55611536103,1,0
55611537230,0,0
55611541615,1,0
55611542627,1,0
55611545781,1,1
55611552066,0,0
55611560212,1,0
55611568630,1,0
55611571881,1,0
55611572240,0,0
55611576280,1,0
55611578563,1,0
55611583556,1,0
55611586111,1,1
55611586573,1,1
55611587776,1,0
55611587934,1,0
55611589475,1,1
55611597575,1,0
55611599645,1,0
55611604277,0,0
55611610115,1,0
55611612953,0,0
55611615664,1,0
55611617204,1,0
55611622763,0,0
55611623890,1,0
55611625517,0,0
55611626611,0,0
55611627612,1,0
55611631211,1,0
55611640864,1,0
55611640886,1,0
55611641010,1,0
55611641180,1,0
55611641562,1,0
55611642235,0,0
55611643135,0,0
55611644341,0,0
55611644813,1,0
55611646174,1,0
55611646567,1,0
55611649674,0,0
55611649742,1,0
55611652902,1,0
55611655851,1,0
55611656704,1,0
55611658043,0,0
55611658955,1,0
55611662893,1,0
55611672490,0,0
55611675932,1,0
55611677912,0,0
55611688002,0,0
55611699635,1,0
55611704223,1,0
55611704900,0,0
55611706092,1,1
55611707327,1,1
55611708692,0,0
55611712370,1,0
55611717836,1,0
55611718974,0,0
55611719074,1,0
55611723033,1,1
55611723112,0,0
55611723516,0,0
55611726061,0,0
55611726490,0,0
55611729446,1,0
55611735241,1,0
55611735836,1,0
55611736466,1,0
55611741426,0,0
55611742531,0,0
55611743756,1,0
55611743767,1,0
55611746120,1,0
55611746142,1,0
55611746582,1,1
55611747615,0,0
55611749123,1,0
55611758101,1,0
55611758462,1,0
55611760960,1,0
55611766270,0,0
55611767891,1,0
55611767901,1,0
55611768946,1,0
55611777384,0,0
55611777676,1,0
55611777935,1,0
55611780047,1,0
55611781693,0,0
55611782164,0,0
55611783424,1,0
55611783705,0,0
55611785440,1,0
55611786834,0,0
55611787183,1,1
55611788151,1,0
55611789851,0,0
55611793032,0,0
55611794541,0,0
55611796057,1,0
55611797184,1,1
55611798376,0,0
55611799986,1,0
55611801740,0,0
55611802097,1,0
55611802154,0,0
55611804527,1,0
55611805834,1,0
55611811165,0,0
55611812540,1,0
55611813754,0,0
55611814102,1,1
55611815172,1,0
55611817051,1,0
55611819132,0,0
55611819572,0,0
55611819932,0,0
55611820323,1,0
55611823845,0,0
55611831530,1,1
55611834724,1,0
55611835332,1,0
55611838032,1,0
55611838292,1,0
55611840891,1,1
55611842745,1,1
55611846774,0,0
55611847991,0,0
55611848350,1,0
55611852713,0,0
55611858777,1,0
55611861151,0,0
55611862570,1,0
55611867045,1,0
55611871174,1,0
55611885856,1,0
55611887476,1,0
55611887940,1,0
55611890085,1,0
55611896580,1,0
55611898232,1,0
55611900571,1,0
55611902201,1,0
55611903181,1,0
55611904791,0,0
55611908210,1,0
55611912303,1,0
55611913160,0,0
55611920177,1,0
55611921394,1,0
55611927730,1,1
55611928483,1,0
55611935863,0,0
55611939575,1,1
55611946177,0,0
55611948700,1,0
55611949622,0,0
55611959025,0,0
55611962412,0,0
55611964775,1,0
55611965372,1,0
55611965844,0,0
55611968126,1,0
55611973382,1,1
55611974080,0,0
55611977995,1,1
55611981031,0,0
55611987286,1,0
55611990594,1,0
55611997683,1,1
55611997841,1,0
55612000942,1,1
55612005316,1,0
55612009154,1,0
55612009987,1,1
55612017751,1,0
55612019100,1,0
55612019223,1,0
55612027572,1,0
55612030033,0,0
55612034037,1,0
55612036143,1,0
55612040856,1,0
55612042847,0,0
55612052433,1,0
55612053593,1,0
55612056505,0,0
55612057632,1,0
55612057957,1,0
55612058183,1,0
55612061206,0,0
55612062016,0,0
55612070062,0,0
55612083473,1,0
55612093474,0,0
55612099010,1,0
55612101865,1,0
55612105036,1,1
55612111426,1,1
55612113936,1,0
55612116470,0,0
55612119415,1,0
55612123760,1,0
55612126107,0,0
55612128563,0,0
55612128653,0,0
55612129171,0,0
55612132555,0,0
55612133286,0,0
55612137170,1,0
55612138441,1,0
55612141003,0,0
55612142365,1,1
55612142376,0,0
55612145980,1,0
55612146530,1,1
55612148442,0,0
55612149645,0,0
55612149850,1,0
55612154627,0,0
55612157161,1,1
55612159116,1,0
55612162550,1,0
55612162987,1,0
55612166691,0,0
55612170931,0,0
55612178164,0,0
55612182112,1,0
55612184486,1,0
55612187355,1,0
55612190201,1,0
55612190922,1,0
55612192993,1,1
55612193374,1,1
55612193936,1,1
55612196942,1,0
55612199066,1,0
55612199484,1,0
55612199563,1,1
55612199620,1,0
55612204184,1,0
55612204623,1,1
55612204904,1,0
55612208155,1,0
55612212972,1,1
55612213285,0,0
55612215412,1,0
55612223545,0,0
55612223657,1,0
55612223682,1,0
55612227721,0,0
55612227822,1,0
55612229802,1,0
55612229914,1,0
55612230565,0,0
55612236451,0,0
55612236754,1,0
55612238194,0,0
55612241624,1,1
55612243673,0,0
55612243684,0,0
55612248883,0,0
55612254192,0,0
55612254530,1,0
55612259117,0,0
55612262887,0,0
55612268186,1,0
55612268311,1,1
55612268546,1,0
55612270446,1,0
55612271302,1,0
55612271371,1,0
55612272202,1,0
55612274204,1,0
55612274420,1,0
55612275184,1,0
55612276004,1,0
55612276941,1,0
55612277322,1,0
55612279065,0,0
55612280223,0,0
55612281112,0,0
55612282452,0,0
55612284735,0,0
55612285185,1,0
55612288472,1,0
55612289271,1,0
55612293285,1,0
55612293421,0,0
55612295715,0,0
55612300235,1,0
55612303162,1,0
55612309070,1,0
55612311363,1,0
55612314931,1,0
55612317754,0,0
55612323582,1,1
55612333987,1,0
55612338104,0,0
55612338115,1,0
55612338850,1,0
55612340242,0,0
55612342356,1,0
55612344325,1,0
55612344415,1,1
55612349470,1,1
55612352270,1,0
55612356825,1,0
55612359121,1,0
55612359471,1,0
55612360886,0,0
55612361450,1,0
55612363506,1,1
55612364770,1,0
55612365771,0,0
55612369191,1,0
55612369382,1,0
55612369504,1,0
55612372315,0,0
55612374050,0,0
55612379123,1,0
55612381496,1,0
55612382420,1,0
55612382543,1,0
55612383577,1,1
55612383926,0,0
55612384264,1,0
55612389304,1,0
55612393693,0,0
55612394096,0,0
55612397066,0,0
55612397213,1,0
55612397404,0,0
55612399781,1,0
55612400597,0,0
55612401204,0,0
55612401770,0,0
55612403365,0,0
55612404751,1,1
55612406843,1,0
55612413535,0,0
55612414651,0,0
55612415371,1,1
55612416642,1,0
55612416686,0,0
55612420410,0,0
55612420847,1,1
55612424540,1,0
55612425541,1,1
55612428104,1,0
55612430477,1,0
55612432817,1,0
55612433551,0,0
55612440366,0,0
55612442324,1,0
55612443000,1,0
55612450990,1,0
55612452686,1,0
55612454903,1,0
55612455465,1,0
55612459144,1,0
55612460944,1,0
55612463251,0,0
55612465602,0,0
55612470415,1,0
55612470811,0,0
55612471812,0,0
55612474321,0,0
55612475041,0,0
55612484096,1,0
55612485536,0,0
55612487642,1,1
55612489161,1,0
55612490406,1,0
55612490644,0,0
55612490925,1,0
55612494402,1,0
55612495991,0,0
55612498701,1,0
55612500363,0,0
55612502275,1,0
55612506055,1,1
55612507416,1,1
55612507575,1,1
55612508554,0,0
55612517046,1,0
55612518861,1,0
55612520141,0,0
55612520196,0,0
55612520930,1,0
55612521311,1,0
55612525621,0,0
55612525812,1,0
55612528116,1,1
55612531594,1,0
55612533347,0,0
55612533833,0,0
55612534575,1,0
55612534870,1,0
55612537671,1,0
55612539727,1,1
55612541100,1,0
55612543261,1,0
55612544497,1,0
55612547085,1,0
55612553316,1,1
55612554555,1,0
55612569362,1,0
55612596124,0,0
55612601815,0,0
55612605077,1,1
55612613537,1,0
55612614293,1,1
55612621752,1,0
55612632181,1,0
55612636570,1,0
55612638875,1,1
55612650855,0,0
55612658167,1,0
55612660034,1,0
55612668982,0,0
55612682265,1,0
55612690321,0,0
55612701153,1,1
55612701456,1,0
55612704585,1,0
55612704967,1,0
55612710481,1,0
55612711897,1,0
55612713415,0,0
55612723517,0,0
55612725973,1,0
55612727841,1,0
55612736636,1,0
55612754290,1,0
55612755457,1,0
55612760341,1,0
55612765090,1,0
55612766495,1,0
55612770951,0,0
55612771884,1,0
55612781366,0,0
55612781726,1,0
55612783180,0,0
55612785643,0,0
55612786295,0,0
55612786521,1,0
55612803170,1,0
55612819605,0,0
55612822542,0,0
55612825815,1,1
55612834570,0,0
55612837887,1,0
55612843264,0,0
55612846054,1,0
55612847891,1,0
55612853920,1,0
55612854763,0,0
55612861105,1,0
55612872370,0,0
55612873991,1,0
55612903485,1,0
55612906422,1,0
55612909245,1,1
55612911923,1,0
55612916920,0,0
55612922925,1,0
55612923140,1,0
55612927706,1,0
55612928112,1,0
55612930070,0,0
55612933242,1,0
55612934186,1,0
55612940936,1,1
55612946811,1,0
55612948071,1,0
55612948712,1,0
55612951693,1,0
55612957363,1,0
55612959646,1,0
55612961027,1,0
55612962402,0,0
55612962785,0,0
55612962910,0,0
55612964800,1,0
55612965405,1,0
55612966813,1,0
55612968646,1,0
55612971471,1,1
55612971820,0,0
55612972111,1,0
55612972144,1,0
55612972764,1,0
55612973585,1,0
55612973967,1,0
55612976825,1,0
55612978885,1,0
55612980875,1,0
55612980921,1,0
55612985713,0,0
55612986826,1,0
55612987513,0,0
55612987986,1,0
55612997695,1,0
55613000785,1,0
55613001357,0,0
55613007726,0,0
55613007874,1,0
55613008831,0,0
55613010696,1,0
55613010832,1,0
55613011112,0,0
55613011473,1,0
55613012610,1,0
55613016290,1,0
55613019552,1,0
55613020361,1,0
55613020516,1,0
55613020617,0,0
55613027313,1,0
55613028404,1,0
55613028697,0,0
55613029766,1,0
55613033130,0,0
55613034207,0,0
55613035864,1,0
55613036911,1,0
55613043603,1,1
55613044637,1,0
55613045865,1,1
55613046415,1,0
55613047935,1,0
55613050577,1,0
55613051455,0,0
55613057204,1,0
55613058285,1,0
55613059321,0,0
55613059444,1,0
55613065182,1,1
55613065823,1,0
55613066352,0,0
55613067746,1,0
55613067836,1,0
55613068220,1,0
55613069063,1,1
55613071774,0,0
55613072696,1,0
55613072890,1,1
55613075792,0,0
55613076836,1,1
55613078816,1,0
55613079730,1,0
55613080482,1,1
55613081010,1,0
55613082923,1,1
55613084046,1,0
55613085577,1,0
55613086916,1,0
55613087740,1,0
55613094760,1,0
55613098595,1,1
55613102034,1,0
55613102690,0,0
55613106694,1,0
55613127257,1,0
55613132084,1,1
55613132523,1,1
55613134413,1,0
55613136361,1,0
55613146081,1,0
55613151603,1,0
55613166692,1,0
55613166894,1,0
55613168683,1,0
55613174802,1,0
55613177117,1,0
55613180616,1,1
55613182294,1,0
55613183802,0,0
55613185884,1,0
55613188054,1,0
55613192071,1,0
55613195096,1,0
55613195513,1,0
55613196910,1,1
55613203126,1,1
55613209373,1,0
55613213602,0,0
55613215435,1,0
55613217743,1,0
55613218157,1,0
55613219417,0,0
55613220002,0,0
55613231963,1,0
55613233910,1,0
55613243447,1,0
55613252054,1,0
55613255161,1,0
55613255666,1,0
55613261425,0,0
55613261436,0,0
55613265252,1,1
55613267535,1,0
55613270944,1,0
55613271293,0,0
55613271527,1,0
55613274836,1,1
55613281982,0,0
55613296562,1,0
55613300520,0,0
55613305471,0,0
55613310655,1,0
55613313412,1,0
55613323796,1,0
55613340412,1,0
55613340917,1,0
55613358730,1,1
55613361585,1,0
55613362304,0,0
55613376730,1,0
55613376774,1,0
55613383747,1,0
55613385143,1,0
55613391601,0,0
55613394367,1,0
55613396787,1,0
55613397056,0,0
55613401454,0,0
55613402905,0,0
55613404132,1,0
55613405821,1,0
55613406686,1,0
55613407722,1,0
55613408071,1,1
55613408846,1,0
55613409050,0,0
55613409173,0,0
55613409342,0,0
55613409421,1,1
55613412063,0,0
55613414177,1,0
55613415606,1,0
55613416654,0,0
55613417543,1,0
55613418397,1,0
55613426396,1,0
55613426781,0,0
55613427285,1,0
55613427500,1,0
55613429265,1,0
55613431211,0,0
55613431525,1,0
55613433732,1,0
55613435972,0,0
55613437310,1,1
55613438311,1,0
55613439190,0,0
55613439583,1,0
55613443067,1,1
55613443452,0,0
55613448323,1,1
55613450270,0,0
55613452427,1,0
55613452766,0,0
55613456391,1,0
55613456997,1,0
55613460473,0,0
55613461517,0,0
55613463151,1,0
55613463397,1,0
55613463894,1,0
55613465322,1,0
55613467821,1,0
55613468574,0,0
55613468945,1,0
55613469902,0,0
55613470542,1,0
55613475165,0,0
55613479352,1,0
55613480882,1,0
55613482725,1,1
55613484211,1,0
55613484255,1,0
55613490771,1,1
55613493594,1,0
55613496690,1,0
55613501040,1,0
55613503842,1,0
55613505314,0,0
55613506124,1,0
55613511142,1,0
55613512097,1,1
55613512367,0,0
55613512471,1,0
55613517025,1,0
55613517094,1,1
55613523675,1,0
55613534464,1,0
55613537322,0,0
55613544500,1,0
55613545635,0,0
55613546142,1,0
55613546366,1,1
55613549033,1,0
55613551610,1,0
55613559812,0,0
55613563480,1,0
55613563750,1,0
55613565446,0,0
55613567617,0,0
55613571713,1,0
55613575133,1,0
55613578352,0,0
55613578442,1,0
55613584292,1,0
55613587442,1,0
55613588612,1,0
55613589985,1,0
55613596464,0,0
55613598231,1,0
55613598851,1,0
55613599063,1,1
55613599074,1,0
55613599762,1,0
55613602097,0,0
55613604145,0,0
55613604426,1,0
55613605092,0,0
55613606204,0,0
55613608365,1,0
55613608400,1,1
55613608682,1,0
55613609423,1,0
55613613260,1,0
55613614315,0,0
55613615543,1,1
55613618333,1,0
55613619954,0,0
55613622787,1,0
55613623102,1,0
55613625577,1,0
55613627142,1,0
55613627300,1,0
55613631833,1,0
55613633813,1,0
55613635084,1,1
55613635996,1,0
55613637222,1,0
55613637413,0,0
55613644231,1,1
55613647302,0,0
55613648530,0,0
55613648901,1,0
55613650261,1,0
55613650913,1,0
55613652227,0,0
55613658542,1,0
55613659781,1,0
55613661386,0,0
55613664651,1,1
55613665461,1,1
55613670476,1,0
55613675372,1,0
55613675697,1,0
55613678601,1,0
55613679037,1,0
55613681535,1,0
55613684732,0,0
55613686060,1,0
55613686172,0,0
55613687104,1,0
55613693811,1,0
55613694294,1,0
55613697736,1,0
55613698456,0,0
55613700535,0,0
55613703000,0,0
55613703260,1,0
55613711201,1,0
55613713621,1,0
55613714666,0,0
55613715454,1,0
55613719100,1,0
55613723071,1,0
55613725051,1,0
55613732994,1,0
55613733274,0,0
55613749936,1,0
55613760555,1,0
55613762333,1,0
55613763990,0,0
55613771896,0,0
55613773764,1,0
55613774044,0,0
55613774271,0,0
55613776554,1,0
55613779492,0,0
55613783022,1,0
55613784326,0,0
55613786317,1,0
55613786803,1,0
55613809810,0,0
55613813701,0,0
55613820246,1,0
55613822125,1,0
55613828697,0,0
55613830214,1,0
55613830416,1,0
55613834106,1,0
55613839385,0,0
55613845922,0,0
55613849407,1,0
55613852243,1,1
55613854955,1,0
55613861322,0,0
55613862266,1,0
55613865001,0,0
55613871640,1,0
55613873642,1,0
55613877174,1,0
55613885216,1,0
55613885634,1,0
55613893125,1,0
55613895794,1,1
55613899112,0,0
55613912756,0,0
55613913014,1,1
55613914635,1,0
55613921835,1,0
55613928395,1,0
55613929417,0,0
55613941534,1,0
55613944731,1,0
55613944843,1,0
55613968513,0,0
55614001505,1,0
55614001866,1,0
55614002056,1,0
55614010347,1,1
55614016222,1,0
55614018981,0,0
55614022850,1,0
55614023804,1,0
55614025381,1,0
55614026270,0,0
55614026821,1,1
55614033704,1,0
55614034594,1,0
55614037362,0,0
55614038633,1,0
55614040782,1,1
55614042986,1,0
55614053775,0,0
55614054866,0,0
55614063631,1,1
55614064081,0,0
55614064700,1,0
55614065712,1,0
55614066263,0,0
55614068030,0,0
55614069932,1,0
55614072394,1,0
55614072451,0,0
55614074035,0,0
55614074273,1,0
55614074745,1,0
55614081527,0,0
55614084681,1,1
55614085242,1,0
55614088100,0,0
55614090743,1,0
55614092330,1,0
55614092420,1,0
55614093702,0,0
55614094116,0,0
55614099430,1,0
55614102532,1,0
55614104725,0,0
55614109023,1,0
55614109463,1,0
55614110315,1,0
55614114456,1,0
55614114582,1,0
55614115233,1,0
55614117664,0,0
55614128316,1,0
55614131952,1,0
55614132290,1,0
55614133673,1,0
55614135912,0,0
55614137691,1,0
55614146521,1,0
55614153303,1,1
55614159695,1,0
55614159921,0,0
55614160097,1,0
55614162066,0,0
55614165151,0,0
55614167816,1,1
55614168493,1,1
55614169032,1,0
55614172102,0,0
55614172373,1,0
55614172621,1,0
55614178133,1,0
55614179080,1,0
55614182204,0,0
55614184703,0,0
55614188981,0,0
55614190506,1,0
55614190621,0,0
55614193004,1,0
55614193321,1,0
55614195190,1,0
55614196100,1,0
55614199947,0,0
55614206551,1,0
55614209316,1,0
55614209781,1,0
55614211937,1,0
55614214165,1,0
55614215461,1,0
55614224076,0,0
55614224641,1,1
55614225675,1,0
55614231254,1,0
55614231920,1,0
55614232897,1,1
55614233652,1,0
55614234101,1,0
55614234992,1,0
55614235225,1,0
55614235676,1,1
55614238297,1,0
55614240773,1,0
55614243800,1,0
55614245521,1,1
55614246656,1,0
55614248276,0,0
55614248795,1,0
55614256073,1,0
55614257953,1,0
55614275333,1,0
55614277955,0,0
55614283545,1,0
55614287167,1,0
55614291803,1,0
55614291951,1,0
55614297733,0,0
55614312052,0,0
55614316935,1,0
55614334340,0,0
55614341133,1,0
55614343395,1,1
55614344983,1,0
55614346613,1,1
55614349764,0,0
55614351361,1,0
55614355772,1,0
55614356805,0,0
55614357716,1,0
55614361081,0,0
55614361867,1,0
55614362903,1,0
55614363724,0,0
55614367447,1,1
55614372577,1,0
55614373534,0,0
55614376887,1,1
55614378146,1,0
55614379327,1,0
55614379543,0,0
55614383942,0,0
55614387261,1,0
55614389061,1,0
55614389623,1,0
55614391444,1,0
55614394245,1,0
55614395011,1,1
55614395145,1,0
55614406340,1,0
55614407893,1,0
55614408061,1,0
55614414145,1,0
55614415711,1,0
55614418062,0,0
55614418916,1,0
55614419647,1,0
55614423033,1,0
55614430730,1,0
55614432080,1,0
55614434565,1,0
55614434925,0,0
55614435184,1,0
55614436073,1,0
55614436354,1,0
55614437874,1,0
55614437975,0,0
55614438110,1,0
55614439191,0,0
55614439551,0,0
55614440966,1,0
55614446492,1,1
55614448720,1,0
55614452327,0,0
55614454343,1,1
55614454703,0,0
55614457076,1,0
55614457414,0,0
55614461251,0,0
55614461813,1,0
55614464841,1,0
55614468001,1,0
55614470644,1,1
55614474190,1,0
55614476787,1,0
55614477160,1,1
55614479014,1,0
55614481873,1,0
55614483886,1,0
55614483943,1,1
55614486441,0,0
55614488014,0,0
55614493021,0,0
55614494235,1,0
55614498927,1,0
55614499762,0,0
55614506464,1,0
55614507195,1,1
55614508073,0,0
55614508084,1,0
55614508747,1,1
55614509221,0,0
55614509964,1,0
55614512256,0,0
55614512674,0,0
55614518513,1,0
55614520187,1,0
55614521234,1,0
55614523452,0,0
55614527920,0,0
55614529382,1,0
55614529955,1,0
55614530436,1,0
55614532001,0,0
55614534216,1,0
55614535130,0,0
55614539934,1,0
55614540202,1,0
55614542147,0,0
55614542420,0,0
55614544411,0,0
55614548530,1,0
55614549193,1,0
55614550326,1,0
55614551947,0,0
55614557293,0,0
55614558214,1,0
55614558542,1,0
55614560013,0,0
55614562657,1,0
55614564312,0,0
55614564482,0,0
55614564817,0,0
55614569306,1,0
55614574797,1,0
55614576182,1,0
55614578533,1,0
55614582503,1,0
55614584404,1,0
55614585261,1,0
55614586305,0,0
55614586860,1,0
55614587465,1,0
55614589322,0,0
55614590412,1,1
55614592461,0,0
55614595363,1,1
55614596623,1,0
55614597682,1,0
55614603754,0,0
55614604294,1,0
55614608715,0,0
55614610493,1,0
55614616682,1,0
55614616996,1,0
55614618615,1,0
55614619425,1,0
55614620292,1,0
55614620706,1,0
55614620742,1,0
55614625952,0,0
55614629123,0,0
55614629361,1,0
55614631690,1,0
55614637087,1,0
55614637865,0,0
55614640881,1,0
55614643567,1,0
55614645381,0,0
55614646414,1,0
55614651612,1,0
55614654280,0,0
55614654345,1,0
55614663132,1,0
55614663853,1,0
55614674066,1,0
55614674891,1,0
55614675193,1,0
55614676701,1,0
55614677014,0,0
55614677285,1,0
55614677342,1,0
55614677681,1,0
55614681910,1,0
55614683080,1,0
55614686692,0,0
55614690233,0,0
55614695656,1,0
55614696185,1,0
55614697694,1,0
55614702617,0,0
55614709007,1,1
55614718843,1,0
55614721856,0,0
55614724826,1,1
55614729045,1,0
55614729665,1,0
55614731521,1,0
55614733736,0,0
55614736717,0,0
55614737350,0,0
55614738012,1,0
55614739136,0,0
55614739543,0,0
55614742952,1,0
55614744457,0,0
55614744572,1,0
55614746790,1,1
55614747236,1,0
55614751512,1,1
55614753471,1,0
55614753831,1,1
55614756881,0,0
55614757194,1,0
55614760624,0,0
55614762572,1,0
55614763087,1,0
55614768660,0,0
55614770380,1,0
55614772010,1,0
55614772021,1,0
55614773167,0,0
55614774067,1,0
55614778502,0,0
55614779370,1,0
55614783823,1,0
55614793035,0,0
55614796221,1,0
55614804533,0,0
55614807536,1,0
55614817584,1,0
55614819247,1,0
55614822375,1,0
55614823851,1,0
55614824953,0,0
55614828135,0,0
55614829013,1,0
55614830204,1,0
55614830417,1,0
55614831692,0,0
55614840973,0,0
55614842647,1,1
55614844890,1,1
55614846834,1,0
55614849570,1,0
55614860805,0,0
55614860953,1,0
55614861255,1,0
55614863563,0,0
55614869413,1,0
55614873766,0,0
55614876411,0,0
55614878301,1,0
55614878853,1,0
55614880144,0,0
55614880696,1,0
55614881970,0,0
55614886975,1,0
55614888562,0,0
55614889721,1,0
55614891171,1,0
55614894613,1,0
55614894794,0,0
55614895063,1,0
55614895636,1,0
55614895874,0,0
55614903443,1,0
55614904635,0,0
55614907191,1,0
55614907357,1,0
55614910171,0,0
55614911857,1,0
55614913501,1,1
55614917347,0,0
55614918711,1,0
55614921476,1,0
55614921713,1,0
55614925155,0,0
55614926167,1,0
55614932571,1,1
55614942673,1,0
55614943887,1,0
55614945791,1,0
55614957253,0,0
55614971167,0,0
55614975693,1,0
55614979123,0,0
55615002565,0,0
55615006853,0,0
55615015875,0,0
55615023117,1,0
55615029104,1,1
55615031387,1,0
55615031444,0,0
55615044956,1,0
55615046622,1,1
55615051763,1,0
55615055475,1,0
55615067896,1,0
55615069720,1,0
55615077493,1,1
55615092151,1,0
55615098034,1,0
55615098362,1,0
55615102951,1,1
55615106393,1,0
55615114280,1,0
55615124472,1,0
55615137397,0,0
55615158727,1,1
55615162496,1,0
55615167367,1,1
55615175434,1,0
55615176255,1,0
55615181691,1,0
55615189251,0,0
55615197261,0,0
55615213381,1,0
55615217950,1,0
55615218702,1,0
55615221704,0,0
55615226295,1,0
55615226781,1,0
55615229412,1,1
55615236342,0,0
55615238885,0,0
55615249076,1,1
55615249177,0,0
55615252801,1,0
55615254962,1,0
55615255220,1,0
55615255556,1,0
55615256852,0,0
55615258515,1,0
55615262226,0,0
55615263533,0,0
55615265571,0,0
55615268754,1,0
55615273747,1,1
55615279002,0,0
55615284280,1,0
55615284301,0,0
55615286022,0,0
55615294155,1,0
55615306001,0,0
55615310310,0,0
55615311481,1,0
55615311535,1,1
55615312785,0,0
55615315034,1,0
55615315777,1,0
55615323325,1,0
55615325183,0,0
55615328481,1,0
55615330987,1,0
55615335533,1,0
55615341664,0,0
55615345635,1,0
55615347572,1,0
55615350574,1,0
55615354433,1,0
55615356255,1,1
55615356536,0,0
55615366472,1,0
55615367055,1,0
55615367563,1,0
55615379443,1,0
55615381466,1,0
55615382232,0,0
55615383053,1,1
55615383796,1,0
55615384447,1,0
55615388962,1,0
55615392031,1,0
55615395575,0,0
55615396860,0,0
55615397036,1,0
55615398387,1,0
55615400693,1,1
55615402842,1,1
55615405823,0,0
55615410344,1,0
55615413877,0,0
55615417545,0,0
55615418096,1,0
55615418603,1,0
55615420277,1,0
55615425126,0,0
55615425702,1,0
55615427096,1,0
55615427975,1,0
55615429111,0,0
55615434083,1,0
55615443566,1,0
55615443984,1,0
55615445906,1,0
55615450496,1,0
55615453941,1,1
55615455154,1,0
55615458045,1,0
55615459860,1,0
55615461342,1,0
55615461782,0,0
55615464086,1,0
55615470137,1,0
55615471826,1,1
55615472593,0,0
55615481661,1,0
55615483324,1,0
55615484552,0,0
55615484787,0,0
55615485315,1,0
55615487937,1,0
55615489470,0,0
55615489683,1,0
55615490027,1,0
55615493134,1,0
55615499493,1,0
55615500290,1,0
55615503202,0,0
55615506724,0,0
55615509853,1,0
55615512811,1,0
55615520122,0,0
55615523994,0,0
55615528494,1,1
55615529257,1,1
55615531960,1,0
55615532385,1,0
55615537414,0,0
55615538415,0,0
55615540326,1,0
55615548823,1,1
55615552635,0,0
55615557913,1,0
55615560702,1,0
55615560926,0,0
55615561725,1,1
55615564742,1,0
55615580751,0,0
55615583686,0,0
55615586612,1,0
55615597896,0,0
55615601696,1,0
55615602552,1,0
55615604150,0,0
55615608990,0,0
55615610177,1,0
55615620451,1,0
55615621067,1,1
55615621687,1,0
55615623140,0,0
55615623872,1,0
55615625805,0,0
55615631756,0,0
55615635413,1,0
55615637552,1,1
55615646066,1,0
55615648871,1,0
55615649421,0,0
55615651682,1,1
55615663111,0,0
55615665283,1,0
55615673945,1,0
55615675680,0,0
55615679547,1,0
55615680301,1,0
